ID_REDUTOR_VELOCIDADE;NUM_PROJETO_OPERACIONAL;ENDERECO_REFERENCIA;BAIRRO;REFERENCIA_LOCALIZACAO;DATA_IMPLANTACAO;DATA_ULTIMA_MANUTENCAO;GEOMETRIA
10631;17-VHF-0414827-2021;RUA MARIO DE MELO, 280;ALÍPIO DE MELO;ENTRE RUA FLORENCIO JOSE DOS SANTOS E RUA ALAN KARDEC;2023-07-27 00:00:00;;LINESTRING (604415.34 7799166.76, 604417.44 7799174.11)
10610;17-VHF-0478260-2021;RUA JERUSALEM, 175;GLÓRIA;ENTRE RUA EGITO E RUA PALESTINA;2023-07-27 00:00:00;;LINESTRING (603335.50 7799689.00, 603339.57 7799682.86)
10613;17-VHF-0104148-2022;RUA ARISTOTELES RIBEIRO VASCONCELOS, 232;SANTA ROSA;ENTRE RUA OLGA DIAS DE CASTRO E RUA QUINTINO BOCAIUVA;2023-07-25 00:00:00;;LINESTRING (610690.81 7803243.89, 610697.81 7803245.39)
10634;17-VHF-0289973-2021;RUA FLOR DO BAILE, 234;JARDIM ALVORADA;ENTRE RUA FLOR DA NOIVA E RUA ENGENHO DO SOL;2023-07-19 00:00:00;;LINESTRING (606173.18 7799461.02, 606168.00 7799465.46)
10635;17-VHF-0289890-2021;RUA FLOR DA IMPERATRIZ, 381;JARDIM ALVORADA;ENTRE RUA FLOR DO NORTE E RUA FLOR DO AMENDOIM;2023-07-19 00:00:00;;LINESTRING (605743.97 7799629.93, 605737.70 7799630.84)
10640;18-VHF-355760T-2023;RUA LUIZ FRANZEN DE LIMA, 100;XODÓ-MARIZE;ENTRE RUA HUMBERTO LAVALLE E RUA ARIANE;2023-07-04 00:00:00;;LINESTRING (611278.36 7807886.02, 611283.76 7807881.47)
10662;17-VHF-0115352-2023;AVE CORONEL JOSE DIAS BICALHO, 251;SÃO JOSÉ;ENTRE ALA DAS LATHANIAS E RUA BARROSO JUNIOR;2023-06-28 00:00:00;;LINESTRING (608724.26 7803920.62, 608719.55 7803933.71)
10705;17-VHF-0207364-2023;RUA CASTELO LAMEGO, 173;CASTELO;ENTRE RUA CASTELO DE ALCOBACA E RUA CASTELO DE ALENQUER;2023-05-31 00:00:00;;LINESTRING (604913.98 7801351.54, 604920.79 7801346.75)
10760;15-VHF-0468824-2024;RUA DOUTOR ARISTIDES DE PINHO, 604;PALMEIRAS;ENTRE RUA JOSE DA SILVA BRASIL E RUA LEDA PINHEIRO CHAGAS;2024-09-17 00:00:00;;LINESTRING (606504.77 7790688.69, 606498.75 7790692.27)
10761;18-VHF-499859-2023;RUA MADRE DOS ANJOS, 331;PROVIDÊNCIA;ENTRE RUA DATAS E RUA DOS REDENTORISTAS;2024-10-21 00:00:00;;LINESTRING (612324.99 7804244.50, 612319.39 7804247.53)
10791;26-VHF-057463T-2017;RUA CONEGO PINHEIRO, 139;PARAÍSO;ENTRE RUA GENERAL TIBURCIO E RUA ITABIRITO;2023-03-17 00:00:00;;LINESTRING (614265.77 7797210.38, 614258.84 7797209.89)
10792;26-VHF-057463T-2017;RUA CONEGO PINHEIRO, 665;PARAÍSO;ENTRE RUA TOCAIOS E RUA COUTO DE MAGALHAES;2023-03-17 00:00:00;;LINESTRING (614317.67 7796726.80, 614310.46 7796725.93)
10800;26-VHF-057463T-2017;RUA VISTA ALEGRE, 428;PARAÍSO;ENTRE RUA CONEGO PINHEIRO E RUA CORONEL OTAVIO DINIZ;2023-03-17 00:00:00;;LINESTRING (614392.09 7796828.83, 614391.49 7796835.51)
10801;26-VHF-057463T-2017;RUA CONEGO PINHEIRO, 89;PARAÍSO;ENTRE RUA CACHOEIRA DOURADA E RUA GENERAL TIBURCIO;2023-03-17 00:00:00;;LINESTRING (614250.78 7797289.66, 614257.22 7797290.23)
10793;26-VHF-0352634-2022;RUA DESEMBARGADOR SARAIVA, 621;ALTO VERA CRUZ;ENTRE RUA ASTOLFO DUTRA E BEC WALDEMAR COSTA;2023-03-15 00:00:00;;LINESTRING (615893.17 7798364.44, 615887.31 7798363.02)
13984;18-VHF-0005515-2015;RUA DOMINGOS GROSSO, 490;PARQUE SÃO PEDRO;ENTRE RUA EMBAIXADOR JOSE APARECIDO E RUA VENUS;2016-02-03 00:00:00;;LINESTRING (609822.77 7808685.97, 609825.75 7808680.27)
13945;18-VHF-0000016-2016;RUA MARECHAL FALCONIERE, 430;EUROPA;ENTRE RUA VARSOVIA E RUA HAIA;2016-07-05 00:00:00;;LINESTRING (608030.32 7810110.16, 608033.81 7810103.25)
12722;26-VHF-0012213-2010;RUA TIA NADIR, 16;VISTA DO SOL;ENTRE RUA JUNIA CRISTINA E RUA QUATORZE;2011-09-28 00:00:00;;LINESTRING (616227.46 7804613.42, 616231.88 7804613.03)
13330;15-VHF-0003366-2015;RUA ALAIR PEREIRA DE MELLO, 125;BETÂNIA;ENTRE RUA MARIA UMBELINA NASCIMENTO E RUA MECA;2015-03-18 00:00:00;;LINESTRING (605475.87 7792352.04, 605475.06 7792345.05)
13747;22-VHF-0012982-2010;RUA GENERAL JOSE MARIA, 175;LINDÉIA;ENTRE RUA CORONEL DURVAL DE BARROS E RUA HORACIO BARROS;2010-12-28 00:00:00;;LINESTRING (598570.98 7790906.38, 598565.45 7790910.38)
11320;;RUA SOCRATES, 604;NAZARÉ;ENTRE RUA ARISTOTELES E RUA EPICURO;;;LINESTRING (615252.04 7804554.59, 615263.70 7804556.80)
12321;18VHF-341331-21;AVE DESEMBARGADOR CANDIDO DE OLIVEIRA, 11;LAJEDO;ENTRE RUA PEDRO AMERICO E RUA PINTOR RUGENDAS;2024-12-18 00:00:00;;LINESTRING (613849.97 7806479.15, 613856.52 7806477.20)
13323;18-VHF-0000035-2014;RUA DOIS, 72;NOVO TUPI;ENTRE RUA MARIA LEONOR MARQUES E RUA DE PEDESTRE UM;2014-07-22 00:00:00;;LINESTRING (613846.74 7805634.69, 613853.13 7805632.90)
13964;18-VHF-258759T-2020;RUA VARZEA DA PALMA, 294;SANTA MÔNICA;ENTRE   E RUA CORONEL OSCAR MACEDO;2020-08-27 00:00:00;;LINESTRING (606250.89 7807754.91, 606240.73 7807748.33)
11440;;RUA PADRE ARGEMIRO MOREIRA, 34;SÃO GABRIEL;ENTRE BEC PADRE ARGEMIRO MOREIRA E BEC VALADARES;;;LINESTRING (613650.78 7805098.42, 613655.19 7805090.70)
11441;;RUA PADRE ARGEMIRO MOREIRA, 458;SÃO GABRIEL;ENTRE RUA SANTA MARIA E RUA MANAIRA;;;LINESTRING (614024.58 7805010.27, 614030.73 7805016.36)
11721;17-VHF-0000042-2022;RUA DOS MEDICOS, 1203;ALÍPIO DE MELO;ENTRE RUA DOS ESCRITORES E RUA DOS ECONOMISTAS;2022-08-31 00:00:00;;LINESTRING (604019.97 7800520.00, 604027.04 7800518.06)
12263;17-VHF-0511600-2024;RUA VARGEM DA SERRA, 260;ENGENHO NOGUEIRA;ENTRE RUA JOAO PIO E RUA GERSO FERREIRA;2024-12-18 00:00:00;;LINESTRING (606848.88 7800346.43, 606842.29 7800344.48)
13385;15-VHF-0014588-2015;RUA PROFESSOR SILVEIRA NETO, 195;CAMARGOS;ENTRE RUA JOAQUIM GONCALVES PIMENTA E RUA PADRE TIAGO DE ALMEIDA;2015-09-23 00:00:00;;LINESTRING (602355.69 7794970.10, 602364.88 7794968.15)
12860;26-VHF-0045428-2013;RUA HORTA BARBOSA, 632;NOVA FLORESTA;ENTRE RUA BOTUCATU E RUA CACONDE;2015-11-12 00:00:00;;LINESTRING (611672.28 7800106.29, 611665.45 7800106.92)
13698;18-VHF-0025818-2015;AVE FRANCISCO NEGRAO DE LIMA, 777;GARÇAS;ENTRE AVE PRESIDENTE E RUA ANDRADA E SILVA;2016-05-04 00:00:00;;LINESTRING (605110.36 7806898.71, 605119.58 7806899.75)
13922;22-VHF-0040750-2010;RUA JOAO BRAGA DE MOURA, 260;SANTA HELENA;ENTRE RUA JOSE FALEIRO E RUA MARIA AMELIA MELLO;2012-08-07 00:00:00;;LINESTRING (603103.12 7790091.05, 603105.58 7790084.07)
13963;22-VHF-067085T-2018;RUA TINADO LUCHESI, 73;DIAMANTE;ENTRE RUA ERIBERTO CRIVELLARI E RUA ANTONIA SANTOS DE OLIVEIRA;2018-09-19 00:00:00;;LINESTRING (601998.00 7789602.06, 601993.34 7789607.10)
13322;18-VHF-0485005-2023;RUA ACALIFA, 100;JULIANA;ENTRE RUA WALTER LOPES E RUA ARDISIA;2024-08-06 00:00:00;;LINESTRING (611004.12 7809014.57, 610997.65 7809012.64)
13765;18-F-0005434-2014;RUA MINISTRO OLIVEIRA SALAZAR, 750;SANTA MÔNICA;ENTRE RUA MONTE ALVERNE E RUA AFONSO CELSO;2015-03-10 00:00:00;;LINESTRING (607560.88 7807955.27, 607571.29 7807961.06)
14045;22-VHF-0010650-2013;AVE MENELICK DE CARVALHO, 72;FLÁVIO MARQUES LISBOA;ENTRE RUA JOSE DE OLIVEIRA E RUA GAVIAO;2013-11-14 00:00:00;;LINESTRING (604243.60 7788771.08, 604240.22 7788778.70)
12320;17VHF-000106-24;RUA PEDRO LESSA, 208;SÃO CRISTÓVÃO;ENTRE RUA PEREIRA PASSOS E RUA RESPLENDOR;2025-01-08 00:00:00;;LINESTRING (610069.38 7798681.90, 610068.84 7798672.27)
12440;18-VHF-0000067-2023;RUA JOSE LINS DO REGO, 244;TUPI A;ENTRE RUA LUCIA MIGUEL PEREIRA E RUA JOAO DORNAS FILHO;2024-11-12 00:00:00;;LINESTRING (612582.61 7806024.46, 612580.34 7806031.10)
12520;22-VHF-0610606-2024;RUA FLEMIDARK, 222;SANTA CECÍLIA;ENTRE RUA BOA LUZ E RUA SERRINHA;2024-11-08 00:00:00;;LINESTRING (601014.86 7788336.66, 601007.58 7788336.85)
12706;26-VHF-0048419-2013;RUA AUGUSTA SACCHETTO SCALZO, 2466;JARDIM VITÓRIA;ENTRE RUA JAIRO BRITO DOS SANTOS E RUA SOLDADO EDISSON DE PAULO;2014-10-29 00:00:00;;LINESTRING (618070.17 7804058.44, 618075.91 7804066.73)
12943;26-VHF-162271T-2019;RUA MARCO AURELIO PRATES, 10;CONJUNTO CAPITÃO EDUARDO;ENTRE RUA PADRE ARGEMIRO MOREIRA E RUA DOS SONHOS;2020-06-03 00:00:00;;LINESTRING (618637.73 7806716.21, 618643.63 7806715.14)
13120;;RUA ANDIROBA, 566;SÃO PAULO;ENTRE BEC DA SORTE E RUA MANOEL ALEXANDRINO;;;LINESTRING (612496.43 7803055.99, 612504.06 7803053.61)
13331;17-VHF-0024422-2011;RUA CAITITE, 342;CONJUNTO JARDIM FILADÉLFIA;ENTRE RUA CAETE E RUA DENES;2011-09-15 00:00:00;;LINESTRING (603837.89 7798169.80, 603837.81 7798163.05)
13682;18-VHF-0000027-2009;RUA ALCIDES LINS, 197;VENDA NOVA;ENTRE RUA ALZIRA GONCALVES DE ABREU E PCA FRANCISCO MONTEIRO LARA;2010-05-27 00:00:00;;LINESTRING (608892.06 7808533.50, 608893.50 7808539.97)
8186;17-VHF-145500T-2019;AVE PORTUGAL, 440;JARDIM ATLÂNTICO;ENTRE AVE SAO TOME DO PRINCIPE E AVE AUGUSTO VELOSO;2021-08-24 00:00:00;;LINESTRING (605722.86 7805758.48, 605733.18 7805761.96)
8210;17-VHF-0000057-2018;AVE PRESIDENTE TANCREDO NEVES, 3005;CASTELO;ENTRE RUA CASTELO DE ALENQUER E AVE ALTAMIRO AVELINO SOARES;2018-11-14 21:00:00;;LINESTRING (605328.51 7800878.27, 605318.28 7800880.29)
8211;17-VHF-029891T-2017;AVE PROFESSOR MAGALHAES PENIDO, 350;SÃO LUÍZ;ENTRE RUA MASCARENHAS DE MORAIS E RUA PROFESSOR ALMEIDA CUNHA;2018-01-19 00:00:00;;LINESTRING (609079.49 7804248.72, 609087.25 7804243.60)
8247;17-VHF-0051778-2011;AVE PROFESSOR CLOVIS SALGADO, 402;URCA;ENTRE RUA BEIRA MAR E RUA CORCOVADO;2012-06-15 21:00:00;;LINESTRING (602944.29 7802208.73, 602943.20 7802198.80)
8281;17-VHF-0014352-2009;AVE SANTA ROSA, 765;SÃO LUÍZ;ENTRE ALA DAS ACACIAS E ALA DOS OITIS;2011-10-13 00:00:00;;LINESTRING (608343.31 7804413.84, 608345.81 7804406.17)
8342;;RUA SENA MADUREIRA, 95;OURO PRETO;ENTRE RUA BELTERRA E AVE FLEMING;;;LINESTRING (606022.96 7802142.07, 606023.13 7802133.67)
8343;17-VHF-0029983-2010;RUA SENA MADUREIRA, 582;OURO PRETO;ENTRE RUA JORDANIA E RUA POVOA DE VARZIM;2011-05-17 21:00:00;;LINESTRING (605781.84 7802364.34, 605789.71 7802368.16)
8386;17-VHF-287101T-2020;AVE ALTAMIRO AVELINO SOARES, 486;CASTELO;ENTRE RUA CASTELO DA FEIRA E RUA CASTELO LAMEGO;2022-11-13 00:00:00;;LINESTRING (604835.42 7801184.99, 604830.65 7801178.44)
8369;17-VHF-0000105-2012;RUA AMAVEL COSTA, 29;JARAGUÁ;ENTRE PCA DJALMA ALVES DE AZEVEDO E RUA SILVIO SASDELLI;2012-09-12 21:00:00;;LINESTRING (610057.37 7804188.90, 610053.90 7804183.18)
8370;;AVE ANTONIO FRANCISCO LISBOA, 2485;ITATIAIA;ENTRE RUA EXPEDICIONARIO SEBASTIAO PIRES E RUA BARAO DE PETROPOLIS;;;LINESTRING (603295.86 7802951.77, 603296.01 7802942.21)
8371;; , ;;ENTRE   E  ;;;LINESTRING (604424.79 7804110.32, 604430.46 7804113.73)
8390;17-VHF-0012137-2013;RUA BERNARDES CARVALHO, 440;SANTA TEREZINHA;ENTRE RUA MONSENHOR NOGUEIRA DUARTE E RUA PEQUERI;2014-02-14 10:00:00;;LINESTRING (603729.54 7802636.10, 603733.40 7802630.50)
8372;17-VHF-074579T-2018;RUA BOAVENTURA, 2218;JARAGUÁ;ENTRE RUA TEOFILO GOMES E RUA IGINO BONFIOLI;2022-11-11 00:00:00;;LINESTRING (609677.06 7804351.26, 609683.68 7804348.46)
8394;17-VHF-016298T-2017;RUA BOAVENTURA, 854;INDAIÁ;ENTRE RUA DOIS E RUA INTENDENTE CAMARA;2018-01-18 08:00:00;;LINESTRING (609474.28 7803196.86, 609480.81 7803199.91)
8395;;RUA BOM JESUS DA PENHA, 782;SANTA TEREZINHA;ENTRE RUA ITATIAIUCU E RUA RESSACA;;;LINESTRING (604006.66 7802924.98, 604015.13 7802928.36)
8373;;RUA BRASILEIA, 312;OURO PRETO;ENTRE AVE FLEMING E RUA BELTERRA;;;LINESTRING (606179.40 7802575.31, 606177.64 7802569.17)
7664;;AVE DEPUTADO ANUAR MENHEN, 267;SANTA AMÉLIA;ENTRE RUA DAS CASTANHEIRAS E RUA RODRIGO LAJE DE OLIVEIRA;;;LINESTRING (607425.33 7805796.87, 607432.35 7805797.00)
7702;;RUA DOUTOR VIRGILIO UCHOA, 380;BELVEDERE;ENTRE RUA JOSE NEGRAO DE LIMA E RUA DESEMBARGADOR ASSIS ROCHA;;;LINESTRING (611184.38 7792076.76, 611191.80 7792078.33)
7705;;RUA PROFESSOR CARLOS PEREIRA DA SILVA, 617;BELVEDERE;ENTRE RUA GERALDO MAGALHAES MASCARENHAS E RUA DOUTOR VIRGILIO UCHOA;;;LINESTRING (611229.67 7791791.92, 611231.17 7791783.83)
7707;;RUA PROFESSOR CARLOS PEREIRA DA SILVA, 348;BELVEDERE;ENTRE RUA DESEMBARGADOR JOAQUIM FURTADO E RUA GERALDO MAGALHAES MASCARENHAS;;;LINESTRING (610975.53 7791731.97, 610977.35 7791724.01)
7708;;AVE JOSE MARIA ALKIMIM, 193;BELVEDERE;ENTRE RUA ADAUTO LUCIO CARDOSO E  ;;;LINESTRING (610831.55 7791865.49, 610835.59 7791854.31)
7709;;AVE JOSE MARIA ALKIMIM, 500;BELVEDERE;ENTRE RUA ADAUTO LUCIO CARDOSO E RUA JOSE NEGRAO DE LIMA;;;LINESTRING (610977.11 7791926.95, 610983.93 7791917.29)
7732;17-VHF-0075551-2007;RUA DIRCEU DUARTE BRAGA, 17;TREVO;ENTRE RUA JOSE SIMPLICIO MOREIRA E RUA NIAGARA;2008-07-01 00:00:00;;LINESTRING (603485.43 7806616.76, 603484.14 7806611.32)
7716;;AVE LUIZ PAULO FRANCO, 80;BELVEDERE;ENTRE RUA JOAO ANTONIO AZEREDO E AVE PROFESSOR CRISTOVAM DOS SANTOS;;;LINESTRING (611171.14 7791160.26, 611178.02 7791148.90)
7733;17-VHF-046317T-2017;RUA DONA QUERIDINHA, 374;ITAPOÃ;ENTRE RUA MONTESE E RUA HONORINA ESTEVES GIANNETTI;2018-09-13 00:00:00;;LINESTRING (608663.29 7806363.15, 608669.99 7806365.32)
7766;;RUA DOUTOR ALVARO CAMARGOS, 1790;SÃO JOÃO BATISTA;ENTRE RUA MARTINICA E RUA SAO PEDRO DO AVAI;;;LINESTRING (608491.03 7807141.06, 608491.44 7807131.24)
7767;17-VHF-329202T-2021;RUA DOUTOR SYLVIO MENICUCCI, 967;CASTELO;ENTRE RUA MARIO MENDES CAMPOS E RUA MARIA PEREIRA DE ARAUJO;2021-07-12 00:00:00;;LINESTRING (604369.68 7800804.15, 604366.74 7800795.69)
7806;;AVE FLEMING, 272;OURO PRETO;ENTRE RUA JORDANIA E RUA AFONSO RASO;;;LINESTRING (606083.14 7802426.26, 606088.76 7802424.33)
7825;03-VHF-0000113-2009; , ;;ENTRE   E  ;2013-06-28 21:00:00;;LINESTRING (606325.06 7803084.32, 606330.60 7803079.63)
7826;; , ;;ENTRE   E  ;;;LINESTRING (606278.24 7803001.36, 606284.80 7802998.35)
8568;15-VHF-0000326-2012; , ;;ENTRE RUA VIRGEM DA LAPA E RUA BRASIL;2013-01-11 00:00:00;;LINESTRING (604906.34 7793425.02, 604912.54 7793429.74)
8647;18VHF-285845T-2020;AVE DESEMBARGADOR FELIPPE IMMESI, 99;SANTA AMÉLIA;ENTRE RUA CIRANDA E RUA JOSE DO PATROCINIO;2021-05-05 00:00:00;2024-04-04 00:00:00;LINESTRING (607632.77 7807026.57, 607634.30 7807018.31)
8654;15-VHF-0035051-2012;RUA SERINGUEIRA, 615;NOVA GAMELEIRA;ENTRE RUA TAMBU E RUA SUCUPIRA;2013-05-06 00:00:00;;LINESTRING (605029.66 7794304.59, 605034.81 7794300.39)
8657;;RUA SANTOS, 1288;VENTOSA;ENTRE RUA XAPURI E RUA JABOTICABAL;;;LINESTRING (607502.25 7794031.20, 607493.88 7794026.92)
8661;15-VHF-0024777-2012;RUA RUBENS CAPORALI RIBEIRO, 780;BURITIS;ENTRE AVE SENADOR JOSE AUGUSTO E RUA IGNACIO ALVES MARTINS;2013-01-11 00:00:00;;LINESTRING (607040.91 7790528.94, 607052.37 7790528.77)
8667;15-VHF-0023043-2013;RUA PROFESSOR EUCLYDES FERREIRA, 235;BURITIS;ENTRE RUA BOLIVAR FERREIRA DE MELO E RUA CRISTO REI;2014-11-25 00:00:00;;LINESTRING (607526.34 7791672.52, 607532.37 7791671.44)
8668;;RUA PROFESSOR CARLOS TUNES, 370;PALMEIRAS;ENTRE RUA DONA TINA E RUA ANIBAL TEOTONIO;;;LINESTRING (606986.56 7791457.64, 606996.22 7791463.05)
8670;;RUA EDMAR COLINI FERREIRA, 469;MANTIQUEIRA;ENTRE RUA GERALDO RODRIGUES DE FREITAS E RUA DIMAS PEREIRA LOPES;;;LINESTRING (605832.83 7811543.44, 605839.75 7811543.03)
8672;17-VHF-0000080-2023;RUA DOS QUILOMBOS, 239;DANDARA;ENTRE RUA ZUMBI DOS PALMARES E RUA CARLOS NELSON FERREIRA DOS SANTOS;2023-09-27 17:00:00;;LINESTRING (603708.05 7807143.17, 603706.27 7807136.79)
8708;15-VHF-0391195-2022;RUA MONTE SIMPLON, 634;NOVA SUISSA;ENTRE RUA ANA CAROLINA E RUA JOAO CAETANO;2022-09-09 16:37:00;;LINESTRING (606638.61 7795408.05, 606644.94 7795409.42)
8726;15-VHF-0054079-2013;AVE MIGUEL MOYSES, 394;NOVA GAMELEIRA;ENTRE BEC DO PIRULITO E RUA ESTEVAO MUSSO;2015-02-09 09:45:00;;LINESTRING (605384.74 7794480.60, 605391.55 7794478.56)
8709;15-VHF-0008507-2009;RUA MARTINS SOARES, 692;VILA VISTA ALEGRE;ENTRE RUA FREI GONZAGA E BEC SAO BRAZ;2009-07-02 00:00:00;;LINESTRING (604900.85 7792879.40, 604900.66 7792873.05)
8728;15-VHF-0016048-2011;RUA MARIA HEILBUTH SURETTE, 1050;BURITIS;ENTRE RUA PROFESSOR EUCLYDES FERREIRA E VDP FREDERIC BASTIAT;2011-10-17 00:00:00;;LINESTRING (607578.98 7791549.76, 607587.99 7791548.34)
8712;15-VHF-0024834-2011;RUA MARCO AURELIO DE MIRANDA, 187;BURITIS;ENTRE AVE PROFESSOR MARIO WERNECK E AVE PROTASIO DE OLIVEIRA PENNA;2012-05-15 00:00:00;;LINESTRING (608125.57 7790869.43, 608133.43 7790874.63)
8740;15-VHF-044832T-2017; , ;;ENTRE   E  ;2018-04-30 00:00:00;;LINESTRING (607122.78 7791016.54, 607129.64 7791013.63)
8719;15-VHF-0063999-2013; , ;;ENTRE   E  ;2014-05-22 00:00:00;;LINESTRING (602797.10 7795490.89, 602804.10 7795491.20)
8722;15-VHF-0019967-2015;RUA INDIANA, 802;JARDIM AMÉRICA;ENTRE RUA BOGOTA E RUA GARRET;2015-06-24 21:00:00;;LINESTRING (607454.77 7794455.71, 607461.12 7794458.89)
8754;15-VHF-0012135-2013;RUA LINDOLFO DE AZEVEDO, 1984;JARDIM AMÉRICA;ENTRE RUA TIBIRICA E RUA CONSELHEIRO JOAQUIM CAETANO;2013-05-23 21:00:00;;LINESTRING (607720.75 7793795.57, 607728.04 7793799.21)
8755;;RUA LINDOLFO DE AZEVEDO, 2223;JARDIM AMÉRICA;ENTRE RUA PAULO ARBEX E RUA PROFESSOR DOMINGOS GANDRA;;;LINESTRING (607824.83 7793568.10, 607830.96 7793570.20)
8756;15-VHF-0011407-2012;RUA LINDOLFO DE AZEVEDO, 2378;JARDIM AMÉRICA;ENTRE RUA PROFESSOR DOMINGOS GANDRA E RUA PROFESSOR ARTHUR VELLOSO;2012-05-15 21:00:00;;LINESTRING (607895.54 7793397.89, 607902.95 7793400.62)
8791;15-VHF-0037545-2010;RUA JOSE GUALBERTO, 295;PALMEIRAS;ENTRE RUA DARCILIO DE MIRANDA E  ;2017-01-27 00:00:00;;LINESTRING (606407.19 7791489.44, 606413.55 7791491.28)
8866;22-VHF-0053487-2013;RUA HOFFMAN, 101;MIRAMAR;ENTRE AVE OLINTO MEIRELES E RUA ARTHUR LUCCHESI;2014-01-08 00:00:00;;LINESTRING (603683.67 7789367.02, 603687.95 7789360.43)
8947;17-VHF-0000119-2023;AVE AMERICO VESPUCIO, 1321;NOVA ESPERANÇA;ENTRE RUA FRANCISCO DE PAULA FERREIRA E RUA JOSE BENEDITO ANTAO;2023-11-24 00:00:00;2024-09-13 00:00:00;LINESTRING (608762.37 7799600.15, 608752.32 7799601.74)
8929;15-VHF-0457976-2023;RUA ANTONIO CAMPOS, 262;NOVA GAMELEIRA;ENTRE RUA CANDIDA FERRAZ GARCIA E RUA ESTEVAO MUSSO;2023-10-23 00:00:00;;LINESTRING (605550.37 7794494.03, 605556.09 7794491.18)
8990;17-VHF-0000148-2023;RUA AVELAR, 291;PINDORAMA;ENTRE RUA AMARILIS E RUA RIO PETROPOLIS;2023-12-12 14:27:00;;LINESTRING (602090.46 7797843.65, 602087.81 7797849.26)
9008;17-VHF-0639469-2023;RUA AVELEDA, 210;PINDORAMA;ENTRE RUA ANALIA E RUA ARACI;2023-12-13 00:00:00;;LINESTRING (602604.22 7797372.01, 602608.58 7797366.62)
9047;17-VHF-0426965-2023;RUA VILA RICA, 1628;JARDIM MONTANHÊS;ENTRE RUA CARLOS GOES E RUA TOMAZ BRANDAO;2024-02-19 16:00:00;;LINESTRING (606709.76 7798580.53, 606718.06 7798580.28)
9086;18-VHF-90421T-18;RUA ADELINA SALES PEREIRA, 146;PLANALTO;ENTRE RUA ARTHUR LIMA DE AZEVEDO E RUA PROFESSOR TEODORO VAZ;2023-11-28 00:00:00;;LINESTRING (609884.31 7806093.98, 609879.23 7806099.18)
9109;18-VHF-356696T-2023;RUA ITAMI, 262;GUARANI;ENTRE RUA MANDALAY E RUA JOATUBA;2023-11-29 00:00:00;;LINESTRING (613009.21 7805394.65, 613005.68 7805389.21)
10821;17-VHF-338856T-2021;RUA LIRIO DO VALE, 115;GLÓRIA;ENTRE RUA PRESIDENTE ROOSEVELT E RUA CORONEL JOSE SOARES;2023-02-16 00:00:00;;LINESTRING (604123.47 7798941.28, 604130.53 7798938.50)
10811;17-VHF-139982T-2020;RUA ARISTOTELES RIBEIRO VASCONCELOS, 124;SANTA ROSA;ENTRE RUA JOSE DE MELO E AVE BUENO SIQUEIRA;2023-02-14 00:00:00;;LINESTRING (610722.86 7803139.09, 610715.96 7803137.80)
10843;22-VHF-0258556T-2020; , ;;ENTRE   E  ;2023-02-07 00:00:00;;LINESTRING (600927.31 7788614.76, 600920.55 7788616.83)
10854;18-VHF-000050-2022;RUA DOUTOR BENEDITO XAVIER, 2073;GUARANI;ENTRE AVE QUATRO MIL CENTO E SETENTA E CINCO E RUA IRMAOS RODRIGUES;2023-01-23 00:00:00;;LINESTRING (613199.05 7805131.26, 613205.13 7805127.16)
10865;15-VHF-352825T-2022;RUA FARIAS BRITO, 193;SANTA MARIA;ENTRE RUA ADONIAS FILHO E RUA MATIAS AIRES;2022-10-13 00:00:00;;LINESTRING (603827.27 7795293.29, 603818.21 7795293.60)
10855;17-VHFG-0000133-2022;RUA ANTERO DE QUENTAL, 191;SANTA BRANCA;ENTRE RUA MONTE CASSINO E RUA MONTE CASTELO;2022-11-30 00:00:00;;LINESTRING (608145.48 7806178.31, 608151.94 7806175.52)
10455;17-VHF-0621270-2023;RUA FLOR DA ROMA, 117;JARDIM ALVORADA;ENTRE RUA GERALDO PEREIRA DA SILVA E RUA FLOR DE OLIVEIRA;2024-07-04 00:00:00;;LINESTRING (605884.04 7799884.30, 605884.69 7799878.56)
10459;15-VHF-0255645-2022;RUA TIBIRICA, 809;JARDIM AMÉRICA;ENTRE RUA CORCOVADO E RUA CURITIBANOS;2022-06-21 08:29:00;;LINESTRING (607516.38 7793757.64, 607520.18 7793751.46)
10462;22-VHF-0000019-2024;RUA AMERICO MAGALHAES, 422;BARREIRO;ENTRE RUA SOUZA MAGALHAES E AVE SINFRONIO BROCHADO;2024-06-27 00:00:00;;LINESTRING (602178.50 7790523.85, 602186.04 7790524.91)
10519;18-VHF-309230-2021;RUA JOAO ALVES TEIXEIRA, 207;MANTIQUEIRA;ENTRE RUA JOVINO RODRIGUES PEGO E RUA ANTONIO MARCAL SAMPAIO;2024-06-28 00:00:00;;LINESTRING (606063.15 7810614.72, 606056.28 7810613.97)
10520;18-VHF-309230-2021;RUA JOAO ALVES TEIXEIRA, 136;MANTIQUEIRA;ENTRE RUA JOVINO RODRIGUES PEGO E RUA ANTONIO MARCAL SAMPAIO;2024-06-28 00:00:00;;LINESTRING (606071.88 7810523.64, 606064.99 7810523.11)
10523;17-VHF-0635693-2023;AVE AMINTAS JACQUES DE MORAES, 1090;COQUEIROS;ENTRE RUA NOVE DE MAIO E RUA MANOEL MAGALHAES;2024-07-05 00:00:00;;LINESTRING (602685.49 7799101.95, 602690.82 7799096.92)
