ID_REDUTOR_VELOCIDADE;NUM_PROJETO_OPERACIONAL;ENDERECO_REFERENCIA;BAIRRO;REFERENCIA_LOCALIZACAO;DATA_IMPLANTACAO;DATA_ULTIMA_MANUTENCAO;GEOMETRIA
5369;;RUA JOSE CLETO, 501;SANTA CRUZ;ENTRE RUA JORGE ANGEL LIVRAGA E RUA MANOEL JOSE DA SILVA;;2014-07-01 00:00:00;LINESTRING (610885.23 7802256.60, 610891.01 7802266.37)
5371;15-VHF-050267T-2017;RUA GENEBRA, 1077;NOVA SUISSA;ENTRE RUA MONTE BRANCO E RUA TEODORO DE ABREU;2018-05-11 00:00:00;;LINESTRING (606781.90 7795629.25, 606775.22 7795627.64)
5372;15-VHF-0030916-2015;RUA SANTOS, 1083;JARDIM AMÉRICA;ENTRE RUA GARRET E RUA FRANCA;2015-10-30 00:00:00;;LINESTRING (607415.09 7794187.01, 607409.40 7794183.87)
5374;18-VHF-0028670-2011;RUA POLONIA, 1113;JARDIM LEBLON;ENTRE RUA SAO SEBASTIAO DO MARANHAO E RUA AGUA DOCE DO MANTENA;2012-04-23 00:00:00;;LINESTRING (605510.90 7807772.40, 605504.74 7807771.83)
5375;22-VHF-0000111-2010;RUA ALADIN CORREA DE FARIA, 400;MIRAMAR;ENTRE RUA DA MANHA E RUA DO CAFE;2011-01-12 00:00:00;;LINESTRING (602876.51 7788651.63, 602885.41 7788652.22)
5376;;RUA FREI ORLANDO, 1127;CAIÇARAS;ENTRE RUA GARDENIA E RUA APA;;2015-07-13 00:00:00;LINESTRING (608095.33 7798817.81, 608096.46 7798825.13)
5377;;AVE CORONEL JOSE BENJAMIM, 1128;PADRE EUSTÁQUIO;ENTRE RUA HENRIQUE GORCEIX E RUA ANCHIETA;;;LINESTRING (606755.86 7797176.38, 606755.53 7797168.42)
5378;22-VHF-0016899-2009;RUA ADERBAL RODRIGUES VAZ, 1137;LINDÉIA;ENTRE AVE DOS JARDINS E RUA MANJERICAO;2011-05-12 00:00:00;;LINESTRING (599844.19 7791014.74, 599850.05 7791019.78)
5379;20-VHF-0031853-2015;RUA MONTE ALEGRE, 1137;NOSSA SENHORA DA APARECIDA;ENTRE RUA ORIENTAL E BEC PIRANGA;2016-03-22 00:00:00;;LINESTRING (613155.89 7795992.35, 613160.89 7795987.82)
5380;26-VHF-0013802-2014;AVE ARTUR GUIMARAES, 1226;SANTA CRUZ;ENTRE RUA CARLOS CAMPOS E PCA CARTUNISTA HENFIL;2015-06-22 00:00:00;;LINESTRING (610461.79 7802090.82, 610464.46 7802096.54)
5383;22-VHF-0000194-2012;RUA PONTA GROSSA, 935;MILIONÁRIOS;ENTRE RUA JOAO ALEXANDRE PIRES E RUA CAETANO PIRRI;2013-03-07 00:00:00;2024-04-18 00:00:00;LINESTRING (604787.49 7790448.47, 604776.49 7790450.80)
5385;;RUA VICENTE RISOLA, 1142;SANTA INÊS;ENTRE RUA MATERLANDIA E RUA MARLIERIA;;2017-12-29 00:00:00;LINESTRING (614139.05 7801225.77, 614129.33 7801224.61)
5386;20-VHF-0044748-2014; , ;;ENTRE BEC NOSSA SENHORA APARECIDA DOIS E BEC SAO JORGE;2017-06-25 08:00:00;;LINESTRING (610888.69 7793283.40, 610893.36 7793280.30)
5387;18-VHF-300412T-2021;RUA MINISTRO OLIVEIRA SALAZAR, 1144;SANTA MÔNICA;ENTRE RUA GARRET E RUA VICENTE DE CARVALHO;2021-05-05 00:00:00;;LINESTRING (607455.02 7808315.77, 607448.39 7808316.09)
5390;;RUA INDIANA, 1185;JARDIM AMÉRICA;ENTRE RUA XAPURI E RUA JABOTICABAL;;2011-09-05 00:00:00;LINESTRING (607646.58 7794124.23, 607645.17 7794123.45, 607640.41 7794120.78)
5391;;RUA TIMOTEO, 1196;SANTA INÊS;ENTRE RUA MATERLANDIA E RUA CONCEICAO DO PARA;;2012-10-16 00:00:00;LINESTRING (613853.73 7801095.12, 613846.89 7801092.83)
5392;22-VHF-059839T-2018;RUA BRAULIO GOMES NOGUEIRA, 1171;TIROL;ENTRE RUA FRANCISCO JONAS SANTANA E RUA VIRGINIA DE MATOS;2018-05-11 00:00:00;;LINESTRING (599706.53 7789360.70, 599713.53 7789358.87)
5393;22-VHF-0032646-2015; , ;;ENTRE   E  ;2021-01-21 00:00:00;2022-07-29 00:00:00;LINESTRING (600828.45 7788318.99, 600836.39 7788319.61)
5395;15-VHF-295564T-2021;RUA JULIO DE CASTILHO, 1009;PARQUE SÃO JOSÉ;ENTRE RUA GUILHERMINO ESTEVAO NASCIMENTO E RUA PINTOR GERALDO GONCALVES;2021-03-11 00:00:00;;LINESTRING (606680.16 7792166.18, 606673.89 7792169.06)
5396;17-VHF-034753T-2017;RUA BOAVENTURA, 1200;LIBERDADE;ENTRE RUA AUGUSTO SILVA E RUA FREI MANOEL DA CRUZ;2017-11-29 00:00:00;;LINESTRING (609280.39 7803544.22, 609274.40 7803540.59)
5397;17-VHF-234184T-2020;AVE ANTONIO FRANCISCO LISBOA, 1203;BANDEIRANTES;ENTRE RUA GREGORIO BARRIOS E RUA MARQUES DE HERVAL;2021-08-05 00:00:00;;LINESTRING (603964.18 7803373.98, 603957.60 7803381.25)
5398;18-VHF-0023950-2012;RUA CORONEL JOAQUIM DOS SANTOS, 1115;CÉU AZUL;ENTRE RUA ERNESTO GAZZOLLI E RUA RADIALISTA CANARINHO;2012-09-06 00:00:00;;LINESTRING (604935.76 7808475.55, 604940.32 7808473.87, 604943.86 7808472.56)
5399;22-VHF-131681T-2019;RUA ADERBAL RODRIGUES VAZ, 109;LINDÉIA;ENTRE AVE DOS JARDINS E RUA MANJERICAO;2019-08-08 00:00:00;2014-07-30 00:00:00;LINESTRING (599814.97 7791048.67, 599820.69 7791053.58)
5400;17-VHF-0038663-2013;AVE ANTONIO FRANCISCO LISBOA, 1241;ITATIAIA;ENTRE RUA MARQUES DE HERVAL E  ;2013-10-31 00:00:00;;LINESTRING (603596.35 7803023.54, 603589.59 7803030.57)
5401;22-VHF-0032646-2015; , ;;ENTRE   E  ;2021-01-21 00:00:00;2022-07-29 00:00:00;MULTILINESTRING ((600846.30 7788341.69, 600839.58 7788341.16))
5404;30-VHF-0000011-2018;RUA DAS PETUNIAS, 1220;LINDÉIA;ENTRE RUA PEDRO RAMOS CRUZ E RUA ANA DE FREITAS;2010-10-21 00:00:00;;LINESTRING (598633.25 7790743.83, 598622.60 7790737.75)
5405;15-VHF-0004042-2012;RUA CONSELHEIRO JOAQUIM CAETANO, 1237;NOVA GRANADA;ENTRE RUA GARRET E RUA FRANCA;2012-08-06 00:00:00;;LINESTRING (607922.41 7794349.74, 607930.29 7794351.71)
5406;;RUA MARIA HEILBUTH SURETTE, 1306;BURITIS;ENTRE ELP TRES MIL CENTO E NOVE E TRV TRES MIL SEISCENTOS E DEZENOVE;;2017-12-12 00:00:00;LINESTRING (607602.56 7791726.60, 607611.74 7791725.38)
5407;15-VHF-0016048-2011;RUA MARIA HEILBUTH SURETTE, 1306;BURITIS;ENTRE ELP TRES MIL CENTO E NOVE E TRV TRES MIL SEISCENTOS E DEZENOVE;2011-06-21 00:00:00;;LINESTRING (607602.56 7791726.60, 607611.74 7791725.38)
5408;26-VHF-31629T-;RUA VICENTE RISOLA, 1236;SANTA INÊS;ENTRE RUA MARLIERIA E RUA MARILAC;2018-01-30 00:00:00;;LINESTRING (614131.31 7801289.76, 614128.66 7801289.54, 614121.13 7801288.91)
5410;17-VHF-137831T-2019;RUA ALENTEJO, 1346;SÃO FRANCISCO;ENTRE RUA ESTORIL E RUA PADRE LEOPOLDO MERTENS;2019-11-26 00:00:00;;LINESTRING (609308.10 7802134.98, 609303.65 7802130.29)
5411;18-VHF-114985T-2019;RUA DOUTOR ALVARO CAMARGOS, 1285;SÃO JOÃO BATISTA;ENTRE RUA DOLORES PEREIRA DA SILVA E RUA EUGENIO VOLPINI;2020-02-18 00:00:00;;LINESTRING (608812.01 7807422.93, 608823.67 7807418.01)
5412;;RUA VINTE E OITO DE SETEMBRO, 1268;POMPÉIA;ENTRE RUA JORDAO E RUA ITAJOBI;;2017-12-06 00:00:00;LINESTRING (614384.06 7797992.98, 614387.12 7798000.89)
5413;17-VHF-0020964-2008;AVE AMERICO VESPUCIO, 1271;NOVA ESPERANÇA;ENTRE RUA JOSE BENEDITO ANTAO E RUA FRANCISCO DE PAULA FERREIRA;2011-08-22 00:00:00;;LINESTRING (608792.96 7799695.00, 608783.55 7799699.12)
5415;18-VHF-142697T-2019;RUA JOAO SAMAHA, 1290;SÃO JOÃO BATISTA;ENTRE RUA ELCE RIBEIRO E RUA ANTONIO ORLINDO DE CASTRO;2007-05-30 00:00:00;2022-06-29 00:00:00;LINESTRING (608237.17 7807962.46, 608244.67 7807971.75)
5416;17-VHF-0012144-2012;RUA SERRA NEGRA, 1275;NOVA ESPERANÇA;ENTRE RUA CONFRADE MACHADO E RUA CASTANHO TAQUES;2012-09-11 00:00:00;;LINESTRING (609097.76 7799073.60, 609097.53 7799079.68)
5417;16-VHF-0021390-2012;RUA SAO LAZARO, 1279;SAGRADA FAMÍLIA;ENTRE RUA SANTO AGOSTINHO E RUA SAO JERONIMO;2012-08-30 00:00:00;;LINESTRING (612494.99 7799686.24, 612500.94 7799685.23)
5418;03-VHF-0000143-2018;RUA RIO GRANDE DO SUL, 1280;SANTO AGOSTINHO;ENTRE RUA BERNARDO GUIMARAES E RUA GONCALVES DIAS;2018-11-13 00:00:00;;LINESTRING (610112.60 7796198.47, 610116.97 7796197.29, 610124.31 7796195.32)
5419;22-VHF-043470T-2017; , ;;ENTRE   E  ;2019-10-02 00:00:00;;MULTILINESTRING ((600832.20 7788274.12, 600840.22 7788274.71))
5420;19-VHF-0000646-2019;RUA SAO FIDELIS, 1288;NOVA VISTA;ENTRE RUA ANTONIO MODESTO DE MOURA E RUA JOSE SILVA PASSOS;2020-01-23 00:00:00;;LINESTRING (616066.20 7800610.46, 616064.82 7800617.11)
5421;15-VHF-0003408-2015; , ;;ENTRE RUA SAO MANOEL E RUA AZALEIA;2015-03-18 00:00:00;;LINESTRING (605793.08 7794689.44, 605798.96 7794685.43)
5423;17-VHF-141292T-2019;RUA DOS EXPEDICIONARIOS, 1415;SANTA AMÉLIA;ENTRE RUA ABEILARD PEREIRA E RUA DO ARVOREDO;2020-04-24 00:00:00;;LINESTRING (606740.74 7805296.22, 606748.05 7805296.73)
5424;18VHF-350968-2022;RUA CENTRAL, 804;APOLÔNIA;ENTRE RUA SANTA RITA DO ITUETO E RUA CONCEICAO DE ITAPEMA;2022-11-30 00:00:00;;LINESTRING (605935.64 7807239.42, 605927.79 7807238.50)
5425;;RUA TOME DE SOUZA, 1322;SAVASSI;ENTRE RUA SERGIPE E RUA LEVINDO LOPES;;2017-10-24 00:00:00;LINESTRING (611052.29 7795251.35, 611051.27 7795247.18, 611049.33 7795239.81)
5427;;AVE BRIGADEIRO EDUARDO GOMES, 1325;GLÓRIA;ENTRE RUA URCA E RUA GUARARAPES;;2019-05-06 00:00:00;LINESTRING (604015.35 7798845.91, 604027.53 7798846.90)
5428;18-VHF-043533T-2017;RUA MINISTRO OLIVEIRA SALAZAR, 1316;SANTA MÔNICA;ENTRE RUA CANDIDO DE FIGUEIREDO E RUA TOBIAS BARRETO;2017-12-12 00:00:00;;LINESTRING (607463.32 7808493.69, 607460.68 7808493.81, 607458.76 7808493.90, 607457.62 7808493.95, 607456.96 7808493.98)
5429;17-VHFG-188273T-2020;RUA DOS EXPEDICIONARIOS, 333;SANTA AMÉLIA;ENTRE RUA NORTE DE MINAS E RUA COMENDADOR TEIXEIRA DA COSTA;2020-09-03 00:00:00;;LINESTRING (606853.51 7806391.99, 606845.21 7806388.81)
5430;;RUA JOSE SEBASTIAO DAHER, 1325;CAIÇARAS;ENTRE RUA LAMBDA E RUA PHI;;;LINESTRING (608258.51 7799870.98, 608252.77 7799875.41)
5432;16-VHF-0000077-2011;RUA NOSSA SENHORA DE FATIMA, 1392;NOSSA SENHORA DE FÁTIMA;ENTRE BEC HENRIQUE E RUA SANTO AGOSTINHO;2011-08-17 00:00:00;;LINESTRING (614574.66 7795002.06, 614578.58 7795000.28)
5433;03-VHF-0000033-2018;RUA ANTONIO DE ALBUQUERQUE, 1377;LOURDES;ENTRE RUA RIO DE JANEIRO E RUA SAO PAULO;2018-05-18 00:00:00;2022-03-22 00:00:00;LINESTRING (610498.49 7795240.98, 610499.90 7795247.37, 610500.99 7795252.32)
5434;22-VHF-0029655-2013;RUA DAVID FONSECA, 1382;MILIONÁRIOS;ENTRE RUA DONA LUIZA E RUA JOAO ALEXANDRE PIRES;2013-09-12 00:00:00;2022-05-12 00:00:00;LINESTRING (604356.13 7790096.74, 604350.01 7790093.38)
5436;;AVE PORTUGAL, 1391;SANTA AMÉLIA;ENTRE RUA VIRGILIO DE MELO FRANCO E RUA AUGUSTO MOREIRA;;2022-06-04 00:00:00;LINESTRING (606355.47 7805079.22, 606348.64 7805071.18)
5438;18-VHF-114985T-2019;RUA DOUTOR ALVARO CAMARGOS, 1400;SÃO JOÃO BATISTA;ENTRE RUA CINCO MIL CENTO E CINQUENTA E QUATRO E RUA DOLORES PEREIRA DA SILVA;2020-02-18 00:00:00;;LINESTRING (608750.53 7807295.51, 608761.74 7807290.86)
5439;22-HF-0038289-2012; , ;;ENTRE RUA COROA IMPERIAL E RUA WEMERSON AUGUSTO DE MAGALHAES;2013-04-16 00:00:00;;LINESTRING (602111.51 7787692.29, 602100.83 7787685.49)
5440;22-VHF-0032646-2015; , ;;ENTRE   E  ;2021-01-21 00:00:00;;MULTILINESTRING ((600872.22 7788020.08, 600865.48 7788019.51))
5441;15-VHF-0061304-2011;RUA DANIEL DE CARVALHO, 1424;GUTIERREZ;ENTRE RUA FERNANDO ESQUERDO E RUA MOREIRA CESAR;2012-05-14 00:00:00;;LINESTRING (608923.69 7794835.88, 608925.83 7794843.75)
5442;26-VHF-0000015-2013;AVE SARAMENHA, 1425;TUPI B;ENTRE AVE BASILIO DA GAMA E RUA SERGIO MILLIET;2013-03-20 00:00:00;;LINESTRING (613117.28 7805601.03, 613122.14 7805609.29)
5443;;RUA GUARARAPES, 1448;PINDORAMA;ENTRE RUA MACARENA E RUA CACHOEIRA DA PRATA;;2022-08-17 00:00:00;LINESTRING (602679.64 7798285.88, 602684.89 7798281.19)
5444;22-VHF-0041931-2009;RUA PONTA GROSSA, 1486;MILIONÁRIOS;ENTRE RUA DONA LALA FERNANDES E RUA JOSE EDUARDO MOREIRA;2019-11-04 00:00:00;2022-01-19 00:00:00;LINESTRING (604819.40 7790897.91, 604812.77 7790897.77)
5447;17-VHF-0000004-2021;RUA ENEIDA, 1452;COQUEIROS;ENTRE RUA VILA VELHA E RUA PIUMA;2021-02-10 00:00:00;2015-06-09 00:00:00;LINESTRING (602442.42 7799476.63, 602438.48 7799471.18)
5448;20-VHF-0032196-2014;AVE ARTUR BERNARDES, 1470;VILA BARRAGEM SANTA LÚCIA;ENTRE   E BEC DO ROSARIO;2015-02-12 00:00:00;;LINESTRING (610278.05 7793143.03, 610270.34 7793135.46)
5453;15-VHF-0158157T-2019;RUA DESEMBARGADOR BARCELOS, 1484;NOVA SUISSA;ENTRE RUA JOAO CAETANO E RUA DARCY VARGAS;2020-07-31 00:00:00;;LINESTRING (606705.99 7795318.09, 606718.86 7795323.05)
5454;;RUA VILA RICA, 1438;MONSENHOR MESSIAS;ENTRE RUA FIRMINO COSTA E RUA APOLO;;;LINESTRING (606702.68 7798388.21, 606711.45 7798387.90)
5455;;RUA ENEIDA, 1526;COQUEIROS;ENTRE RUA VILA VELHA E RUA PIUMA;;;LINESTRING (602386.49 7799509.02, 602390.38 7799514.46)
5459;;RUA SAO MIGUEL, 1350;ITAPOÃ;ENTRE RUA GUADALUPE E RUA GERSON MORETHSON;;2021-08-09 00:00:00;LINESTRING (609540.16 7805610.28, 609547.76 7805605.76)
5460;22-VHF-0000109-2010;RUA DAS PETUNIAS, 1584;LINDÉIA;ENTRE RUA ANTONIO SIMIAO DA COSTA E RUA SOLON CARDOSO NAVES;2010-10-06 00:00:00;;LINESTRING (598775.14 7790517.54, 598781.73 7790527.67)
5461;22-VHF-0028470-2015;RUA DOUTOR CRISTIANO REZENDE, 1596;BONSUCESSO;ENTRE RUA A E RUA CARVALHO;2015-08-19 00:00:00;;LINESTRING (605846.19 7790093.28, 605850.39 7790099.70)
5462;03-VHFS-0000008-2001;RUA ANTONIO TEIXEIRA DIAS, 1600;TEIXEIRA DIAS;ENTRE RUA JOSE ADRIANO GOMES E RUA JESUINA FERRAZ DOS SANTOS;2014-04-01 00:00:00;;LINESTRING (602821.62 7789807.05, 602826.64 7789816.74)
5463;;AVE AMERICO VESPUCIO, 1621;NOVA ESPERANÇA;ENTRE RUA SARACA E RUA NATAL;;2018-05-02 00:00:00;LINESTRING (608735.80 7799465.21, 608746.05 7799464.69)
5464;;AVE OTACILIO NEGRAO DE LIMA, 1624;SÃO LUÍZ;ENTRE AVE OTACILIO NEGRAO DE LIMA E ALA DOS FLAMBOYANTS;;2015-07-06 00:00:00;LINESTRING (607140.88 7804155.08, 607135.40 7804158.68)
5465;26-VHF-0000111-2014;RUA JOSE FLAUSINO, 1581;JARDIM VITÓRIA;ENTRE RUA MARIA JUJU DORIA E RUA JAIRO BRITO DOS SANTOS;2015-06-08 00:00:00;;LINESTRING (617493.78 7803441.50, 617497.11 7803433.84)
5467;;AVE PORTUGAL, 1640;JARDIM ATLÂNTICO;ENTRE RUA ERNESTO BRAGA E RUA FARIA LOBATO;;2022-06-04 00:00:00;LINESTRING (606616.33 7805024.79, 606610.87 7805034.73)
5468;15-HF-351737T-2022;AVE DOM JOAO VI, 1650;PALMEIRAS;ENTRE VDP TRES MIL QUINHENTOS E SETENTA E NOVE E RUA ALFREDO CAPORALLI;2022-08-01 00:00:00;2021-01-27 00:00:00;LINESTRING (606724.46 7791457.62, 606727.87 7791460.62, 606732.05 7791464.29)
5469;;RUA UNIVERSO, 1083;COPACABANA;ENTRE RUA CONEGO TRINDADE E RUA POLONIA;;;LINESTRING (605750.96 7806620.34, 605751.74 7806612.38)
5471;;AVE OTACILIO NEGRAO DE LIMA, 1680;SÃO LUÍZ;ENTRE AVE OTACILIO NEGRAO DE LIMA E ALA DOS FLAMBOYANTS;;2010-04-08 00:00:00;LINESTRING (607124.09 7804128.16, 607118.12 7804132.07)
5473;22-VHF-122047T-2019;RUA ANTONIO TEIXEIRA DIAS, 1746;TEIXEIRA DIAS;ENTRE RUA JESUINA FERRAZ DOS SANTOS E RUA CID FRANCO THOMASI;2020-10-26 00:00:00;;LINESTRING (602943.22 7789704.07, 602952.57 7789710.01)
5474;22-VHF-0000112-2010;RUA DAS PETUNIAS, 1776;LINDÉIA;ENTRE RUA PROFESSOR JOSE MAURICIO E RUA DOS HIBISCUS;2010-10-19 00:00:00;;LINESTRING (598929.38 7790415.10, 598936.19 7790425.17)
5476;20-VHF-154603T-2019;RUA DOS GOITACAZES, 1789;BARRO PRETO;ENTRE RUA JUIZ DE FORA E RUA TENENTE BRITO MELO;2021-05-27 00:00:00;;LINESTRING (609514.29 7797094.63, 609517.34 7797106.03)
5477;03-VHF-0000083-2007;AVE PORTUGAL, 4081;SANTA AMÉLIA;ENTRE RUA FARIA LOBATO E RUA DO ARVOREDO;2008-01-31 21:00:00;2022-06-04 00:00:00;LINESTRING (606730.56 7805103.98, 606736.16 7805094.55)
5478;;RUA BOAVENTURA, 1792;JARAGUÁ;ENTRE RUA PROFESSOR JERSON MARTINS E RUA GENERAL ARANHA;;;LINESTRING (609352.01 7804104.18, 609345.01 7804110.39)
5481;22-VHF-022446T-2017; , ;;ENTRE   E  ;2020-03-11 00:00:00;2022-06-15 00:00:00;MULTILINESTRING ((600880.77 7787881.74, 600887.69 7787883.98))
5482;;AVE SANTA TEREZINHA, 1840;SANTA TEREZINHA;ENTRE RUA JOSE GOMES E AVE HENFIL;;2016-01-29 00:00:00;LINESTRING (603821.41 7801933.23, 603823.31 7801932.50, 603830.83 7801929.60)
5483;17-VHF-0000090-2011;RUA GUARARAPES, 1850;PINDORAMA;ENTRE RUA ITAJAI E RUA DOS APIACAS;2011-11-02 21:00:00;2019-05-01 00:00:00;LINESTRING (602489.53 7798074.77, 602495.36 7798069.68)
5484;22-VHF-0041747-2011;RUA DOUTOR CRISTIANO REZENDE, 1858;BONSUCESSO;ENTRE   E TRV FRANCISCA TITA BARBOSA;2012-04-05 00:00:00;;LINESTRING (605810.68 7789679.87, 605805.48 7789684.90)
5486;22-VHF-0041747-2011;RUA DOUTOR CRISTIANO REZENDE, 1881;FLÁVIO MARQUES LISBOA;ENTRE RUA GILBERTO FREIRE E RUA AURELIANO LARA;2012-04-05 00:00:00;;LINESTRING (605740.75 7789612.98, 605735.55 7789618.37)
5487;20-VHF-0062444-2014;AVE MEM DE SA, 1999;VILA NOVO SÃO LUCAS;ENTRE RUA AMERICA E VDP QUATRO MIL NOVECENTOS E NOVENTA E SEIS;2015-04-07 00:00:00;;MULTILINESTRING ((614343.08 7795702.33, 614345.94 7795704.37, 614349.30 7795706.75), (614349.09 7795706.60, 614352.23 7795708.82))
5489;17-VHFA-156588T-2019;AVE AMERICO VESPUCIO, 1811;NOVA ESPERANÇA;ENTRE RUA FRANCISCO DE PAULA FERREIRA E RUA JOSE MARRA DE FREITAS;2021-06-09 00:00:00;;MULTILINESTRING ((608668.34 7799249.58, 608661.23 7799256.61), (608675.72 7799278.56, 608667.99 7799284.80))
5494;;AVE SENADOR LEVINDO COELHO, 1991;ERNESTO DO NASCIMENTO;ENTRE RUA DOS INDEPENDENTES E AVE DJALMA VIEIRA CRISTO;;2022-06-15 00:00:00;MULTILINESTRING ((600964.73 7787556.83, 600958.56 7787555.38))
5496;18-VHF-0001815-2014;RUA PADRE PEDRO PINTO, 2026;VENDA NOVA;ENTRE RUA THEREZA BALDO LOPES E RUA MARIA HELENA;2014-12-16 00:00:00;;LINESTRING (608189.45 7809131.63, 608193.18 7809142.47)
5497;18-VHF-0032051-2010;RUA DOUTOR ALVARO CAMARGOS, 2256;SÃO JOÃO BATISTA;ENTRE RUA HUDSON GOUTHIER E RUA JOAQUIM PEREIRA;2011-07-14 00:00:00;;LINESTRING (608127.37 7807325.41, 608127.31 7807314.52, 608127.33 7807313.21)
5503;;RUA CONTAGEM, 2073;SANTA INÊS;ENTRE RUA MANHUACU E RUA MARCELINO FERREIRA;;2008-09-10 00:00:00;LINESTRING (614263.35 7801585.40, 614274.51 7801591.16)
5504;;RUA NOSSA SENHORA DE FATIMA, 2073;NOSSA SENHORA DE FÁTIMA;ENTRE BEC DO GOMES E RUA CEDRO;;2023-10-10 00:00:00;LINESTRING (614837.51 7795214.70, 614841.93 7795213.67)
5507;22-VHF-0066346-2012;RUA DAS PETUNIAS, 2080;LINDÉIA;ENTRE RUA DAS PERPETUAS E RUA CORONEL ANTONIO FERREIRA DO PRADO;2013-01-30 00:00:00;;LINESTRING (599151.95 7790302.01, 599157.33 7790312.70)
5509;17-VHF-134662T-2019;RUA OLINTO MAGALHAES, 2140;DOM BOSCO;ENTRE RUA GUAIANA E RUA MARATAIZES;2021-06-10 00:00:00;;LINESTRING (604645.64 7797960.45, 604644.58 7797953.35)
5511;;RUA DESEMBARGADOR BRAULIO, 2145;TAQUARIL;ENTRE RUA MAGNESIO E RUA NICOLAU COELHO;;2017-11-03 00:00:00;LINESTRING (616354.54 7797258.25, 616349.50 7797253.42)
5512;17-VHF-134662T-2019;RUA OLINTO MAGALHAES, 2140;DOM BOSCO;ENTRE RUA GUAIANA E RUA MARATAIZES;2021-06-10 00:00:00;;LINESTRING (604612.77 7797965.01, 604611.76 7797958.16)
5513;;AVE PORTUGAL, 2213;SANTA AMÉLIA;ENTRE AVE GUARAPARI E RUA ILHA GRANDE;;2022-06-04 00:00:00;LINESTRING (607193.98 7805200.35, 607198.27 7805210.57)
5514;;RUA DAS CANARIAS, 1600;SANTA AMÉLIA;ENTRE AVE GUARAPARI E RUA DO ARVOREDO;;;LINESTRING (606855.39 7805304.40, 606851.14 7805312.07)
5516;22-HF-0009986-2014; , ;;ENTRE   E  ;2015-02-20 00:00:00;;MULTILINESTRING ((601009.61 7787436.73, 601003.14 7787434.97), (600998.81 7787433.80, 600991.59 7787431.84))
5517;;RUA DOUTOR CRISTIANO REZENDE, 5929;FLÁVIO MARQUES LISBOA;ENTRE RUA JOSE LUIZ DIAS DUARTE E RUA SEMIRAMIS;;2015-07-29 00:00:00;LINESTRING (605267.37 7789342.04, 605267.30 7789344.55, 605267.25 7789346.03, 605267.15 7789349.21)
5518;17-HF-026578T-2017;AVE BRIGADEIRO EDUARDO GOMES, 2935;GLÓRIA;ENTRE RUA DAMASCO E RUA NINIVE;2021-08-18 00:00:00;;LINESTRING (603615.75 7799580.72, 603603.32 7799580.17)
5522;3-VHF-0001-2021;RUA SANTOS, 2261;JARDIM AMÉRICA;ENTRE RUA JARDIM AMERICA E RUA TEOFILO FILHO;2021-05-20 00:00:00;2022-05-25 00:00:00;LINESTRING (607902.83 7793182.21, 607896.33 7793179.62)
5523;17-VHF-0065271-2011;AVE ANTONIO FRANCISCO LISBOA, 2195;BANDEIRANTES;ENTRE RUA MARQUES DE HERVAL E RUA GREGORIO BARRIOS;2012-06-06 00:00:00;;LINESTRING (603761.54 7803180.27, 603754.76 7803187.82)
5524;17-VHF-0000044-2017;AVE AMERICO VESPUCIO, 1800;CAIÇARAS;ENTRE RUA SERRA NEGRA E  ;2017-11-29 00:00:00;;LINESTRING (608333.23 7799141.36, 608332.69 7799131.09)
5526;;RUA DAS PETUNIAS, 2383;LINDÉIA;ENTRE RUA ANTONIO DE SOUZA GOMES E RUA CANA DA INDIA;;2011-03-18 00:00:00;LINESTRING (599466.55 7790161.66, 599467.10 7790155.65)
5527;17-VHF-0260950-2020;AVE BRIGADEIRO EDUARDO GOMES, 2415;GLÓRIA;ENTRE RUA NINIVE E AVE AMINTAS JACQUES DE MORAES;2021-09-19 00:00:00;;MULTILINESTRING ((603612.46 7799795.13, 603613.60 7799794.93), (603612.46 7799795.13, 603602.06 7799796.95, 603601.59 7799797.04))
5528;22-HF-0009986-2014;AVE SENADOR LEVINDO COELHO, 2505;ERNESTO DO NASCIMENTO;ENTRE RUA MARCIONILA SOARES VIEIRA E AVE DJALMA VIEIRA CRISTO;2015-02-20 00:00:00;;MULTILINESTRING ((601074.52 7787142.37, 601067.85 7787140.59), (601074.52 7787142.37, 601067.85 7787140.59))
5530;22-HF-193156T-2019;RUA DOUTOR CRISTIANO REZENDE, 2558;ARAGUAIA;ENTRE RUA SANDALO E RUA PONTA GROSSA;2021-02-23 00:00:00;;LINESTRING (604894.87 7789396.39, 604896.01 7789389.56)
5531;;AVE SENADOR LEVINDO COELHO, 2700;VALE DO JATOBÁ;ENTRE RUA MARCIONILA SOARES VIEIRA E AVE DJALMA VIEIRA CRISTO;;2022-07-29 00:00:00;MULTILINESTRING ((601093.19 7787070.49, 601086.42 7787068.68), (601093.19 7787070.49, 601086.42 7787068.68))
5532;;RUA MAJOR DELFINO DE PAULA, 2598;SÃO FRANCISCO;ENTRE RUA AVEIRO E RUA GUIMARAES;;2014-05-27 00:00:00;LINESTRING (608938.12 7801359.51, 608946.85 7801351.38)
5533;;AVE SENADOR LEVINDO COELHO, 2700;VALE DO JATOBÁ;ENTRE RUA MARCIONILA SOARES VIEIRA E AVE DJALMA VIEIRA CRISTO;;2022-07-29 00:00:00;MULTILINESTRING ((601107.88 7787062.57, 601101.45 7787060.86), (601107.88 7787062.57, 601101.45 7787060.86))
