ID_FISCALIZACAO_ELETRONICA;DESC_LOC_CONTROLADOR_TRANSITO;DESC_TIPO_CONTROLADOR_TRANSITO;VELOCIDADE_REGULAMENTAR;SENTIDO;SENTIDO_FISCALIZADO;NUM_SERIE_ATUAL;COD_SECUNDARIA;GEOMETRIA
347;Av. do Contorno esquina com Av. Afonso Pena;Detector de Trânsito em Local Proibido;60;Funcionários-Savassi;Único;3018;122420156;POINT (612380.93 7794942.46)
348;Av. do Contorno esquina com Av. Afonso Pena;Detector de Trânsito em Local Proibido;60;Funcionários-Savassi;Único;3019;405405037;POINT (612384.02 7794939.16)
349;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3016;122420159;POINT (608319.97 7795804.76)
350;Av. Amazonas esquina com R. Pedra Bonita;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3017;122420161;POINT (608321.44 7795800.58)
351;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3017;122420161;POINT (608313.91 7795797.65)
352;Av. Amazonas esquina com R. Pedra Bonita;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3016;122420159;POINT (608312.63 7795803.22)
1003;Av. Amazonas, n.º 3960;Controlador Eletrônico de Velocidade;60;Centro-Bairo;Único;516302925;;POINT (607787.94 7795832.43)
81;Av. Presidente Antônio Carlos, 1089;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3261;;POINT (610374.86 7799051.63)
83;Av. Presidente Antônio Carlos, 2674;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;3260;;POINT (609870.92 7800552.18)
84;Av. Presidente Antônio Carlos oposto ao 2862;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3259;;POINT (609788.03 7800617.79)
87;Av. Presidente Carlos Luz, 1525 e oposto ao 1525;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3312;;POINT (608385.11 7800044.84)
88;Av. Presidente Carlos Luz, 2754 e oposto ao 2754;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3256;;POINT (608088.99 7800478.67)
89;Av. Presidente Tancredo Neves a 116 metros da R. Flor Branca;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;3311;;POINT (605646.17 7799075.08)
90;Av. Raja Gabáglia, 617 e oposto ao 617;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3310;;POINT (609474.02 7794715.17)
91;Av. Raja Gabáglia esquina com R. Yvon Magalhães Pinto;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3277;;POINT (609296.00 7792161.59)
92;Av. Raja Gabáglia, 4847;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;3257;;POINT (609725.53 7791368.60)
93;Av. Risoleta Neves a 285 metros da R. da Pedreira;Controlador Eletrônico de Velocidade;60;Bairro-Centro e Centro-Bairro;Ambos;3315;;POINT (612775.72 7804179.54)
224;Av. Vilarinho, 1167;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1410;;POINT (609621.49 7808397.92)
225;Av. Vilarinho, 1251;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1040;;POINT (609565.75 7808501.78)
228;Av. Vilarinho, oposto ao 1450;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1011;;POINT (609405.56 7808687.38)
229;Av. Vilarinho, 1616;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1026;;POINT (609291.19 7808794.24)
230;Av. Vilarinho, oposto ao 2255;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1010;;POINT (608808.06 7808982.80)
231;Av. Vilarinho, 3050;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1077;;POINT (608135.31 7809300.69)
232;Av. Vilarinho entre R. das Jaboticabeiras e Av. Cristiano Machado;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1111;;POINT (610237.55 7807812.40)
233;Av. Vilarinho entre Trincheira José de Souza Machado e R. Maçon Ribeiro;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1611;;POINT (609745.23 7808205.07)
401;Av. Afonso Pena esquina com Av. Carandaí;Detector de Avanço de Semáforo;60;Mangabeiras-Praça Rio Branco;Único;1299;;POINT (611605.85 7796231.53)
402;Av. Afonso Pena esquina com Av. Carandaí;Detector de Avanço de Semáforo;60;Mangabeiras-Praça Rio Branco;Único;1726;;POINT (611610.35 7796234.57)
403;Av. Afonso Pena esquina com Av. Carandaí;Detector de Parada sobre Faixa de Pedestres;60;Mangabeiras-Praça Rio Branco;Único;1299;;POINT (611603.30 7796235.15)
404;Av. Afonso Pena esquina com Av. Carandaí;Detector de Parada sobre Faixa de Pedestres;60;Mangabeiras-Praça Rio Branco;Único;1726;;POINT (611608.49 7796237.89)
405;Av. Amazonas, 5253;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;1027;;POINT (606894.12 7795949.61)
406;Av. Amazonas, 5253;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;1027;;POINT (606900.84 7795951.40)
407;Av. Amazonas, oposto ao 5253;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1028;;POINT (606902.40 7795967.29)
408;Av. Amazonas, oposto ao 5253;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;1028;;POINT (606896.81 7795965.72)
409;Av. Cristiano Machado, 2150;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1029;;POINT (612098.87 7800475.63)
410;Av. Cristiano Machado, 2150;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;1029;;POINT (612098.21 7800481.92)
411;Av. Cristiano Machado, 2273;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;1030;;POINT (612063.94 7800496.32)
412;Av. Cristiano Machado, 2273;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;1030;;POINT (612065.10 7800488.21)
413;Av. Cristiano Machado esquina com R. Felipe de Melo;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1065;;POINT (612128.04 7801654.19)
414;Av. Cristiano Machado esquina com R. Felipe de Melo;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;1065;;POINT (612129.64 7801661.29)
415;Av. Cristiano Machado esquina com R. Jacuí;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;1039;;POINT (612114.94 7801720.32)
416;Av. Cristiano Machado esquina com R. Jacuí;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;1039;;POINT (612112.00 7801712.36)
417;Av. Cristiano Machado, oposto 4001;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1140;;POINT (612186.00 7801853.09)
418;Av. Cristiano Machado, oposto 4001;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;1140;;POINT (612188.01 7801860.68)
419;Av. Cristiano Machado, oposto 4001;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1201;;POINT (612205.41 7801851.75)
420;Av. Cristiano Machado, oposto 4001;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;1201;;POINT (612206.98 7801859.79)
421;Av. Cristiano Machado, 4001;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;1263;;POINT (612155.65 7801871.39)
422;Av. Cristiano Machado, 4001;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;1263;;POINT (612153.86 7801863.80)
423;Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria;Detector de Avanço de Semáforo;60;Lagoinha-Viaduto Santa Tereza;Único;1360;;POINT (611546.28 7797576.65)
424;Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria;Detector de Avanço de Semáforo;60;Lagoinha-Viaduto Santa Tereza;Único;1387;;POINT (611542.13 7797570.75)
425;Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria;Detector de Parada sobre Faixa de Pedestres;60;Lagoinha-Viaduto Santa Tereza;Único;1360;;POINT (611553.17 7797572.28)
426;Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria;Detector de Parada sobre Faixa de Pedestres;60;Lagoinha-Viaduto Santa Tereza;Único;1387;;POINT (611549.45 7797564.84)
427;Av. do Contorno esquina com R. Paracatú;Detector de Avanço de Semáforo;60;Viaduto Oeste-Barro Preto;Único;1356;;POINT (609826.43 7797302.57)
428;Av. do Contorno esquina com R. Paracatú;Detector de Parada sobre Faixa de Pedestres;60;Viaduto Oeste-Barro Preto;Único;1356;;POINT (609815.17 7797301.83)
429;Av. do Contorno esquina com R. Paracatú;Detector de Avanço de Semáforo;60;Barro Preto-Viaduto Oeste;Único;1353;;POINT (609805.63 7797285.17)
430;Av. do Contorno esquina com R. Paracatú;Detector de Avanço de Semáforo;60;Barro Preto-Viaduto Oeste;Único;1355;;POINT (609804.78 7797278.06)
431;Av. do Contorno esquina com R. Paracatú;Detector de Parada sobre Faixa de Pedestres;60;Barro Preto-Viaduto Oeste;Único;1353;;POINT (609812.49 7797283.57)
432;Av. do Contorno esquina com R. Paracatú;Detector de Parada sobre Faixa de Pedestres;60;Barro Preto-Viaduto Oeste;Único;1355;;POINT (609811.14 7797277.33)
601;Av. Presidente Antônio Carlos, 3838;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;2200024;GCT024;POINT (609585.51 7801963.45)
602;Av. Presidente Antônio Carlos, oposto ao 4013;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200050;GCT050;POINT (609532.33 7802107.69)
603;Av. Presidente Antônio Carlos, 6484;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;2200023;GCT023;POINT (609194.30 7803070.55)
604;Av. Presidente Antônio Carlos, 6627;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200049;GCT049;POINT (609065.12 7803397.86)
605;Av. Presidente Antônio Carlos, 6627;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;2200049;GCT049;POINT (609069.46 7803399.07)
606;Av. Presidente Antônio Carlos, 7400;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;2200022;GCT022;POINT (608915.89 7803867.56)
607;Av. Presidente Antônio Carlos, oposto ao 8281;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;2200048;GCT048;POINT (608335.94 7804845.01)
608;Av. Presidente Antônio Carlos, 8281;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;2200047;GCT047;POINT (608327.17 7804835.69)
609;Av. Presidente Carlos Luz, oposto ao 3514;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;2200011;GCT011;POINT (607540.36 7800971.12)
610;Av. Presidente Carlos Luz entre Anel Rodoviário e Praça Pedro Mello;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;2200012;GCT012;POINT (607240.02 7801370.36)
611;Av. Presidente Juscelino Kubitschek a 122 metros da Rua do Garimpo;Controlador Eletrônico de Velocidade;60;Contagem-Belo Horizonte;Único;2200041;GCT041;POINT (604191.67 7795427.46)
614;Av. Presidente Juscelino Kubitschek a 170 metros do Viaduto Elevado da Massa;Controlador Eletrônico de Velocidade;60;Contagem-Belo Horizonte;Único;9698;9698;POINT (602581.23 7795647.03)
615;Av. Presidente Juscelino Kubitschek a 170 metros do Viaduto Elevado da Massa;Controlador Eletrônico de Velocidade;80;Contagem-Belo Horizonte;Único;9701;9701;POINT (602575.41 7795655.78)
693;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;2200029;GCT029;POINT (608860.24 7803993.96)
694;Av. Cristiano Machado esquina com R. Jacuí;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;9536;9536;POINT (611721.22 7798801.28)
695;Av. Cristiano Machado esquina com R. Jacuí;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;9536;9536;POINT (611729.30 7798803.23)
696;Av. Cristiano Machado esquina com R. Jacuí;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;9353;9353;POINT (611746.31 7798825.53)
697;Av. Cristiano Machado esquina com R. Jacuí;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;9353;9353;POINT (611739.34 7798822.47)
701;Av. Cristiano Machado, oposto 4001;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;9349;9349;POINT (612175.28 7801855.57)
702;Av. Cristiano Machado, oposto 4001;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;9349;9349;POINT (612177.67 7801864.58)
703;Av. Cristiano Machado, 4001;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;9350;9350;POINT (612167.07 7801870.14)
704;Av. Cristiano Machado, 4001;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;9350;9350;POINT (612164.68 7801861.13)
705;Av. Dom Pedro I, 2062;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;9351;9351;POINT (608904.54 7807210.55)
706;Av. Dom Pedro I, 2062;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;9351;9351;POINT (608908.73 7807213.15)
707;Av. Presidente Antônio Carlos, 521;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;9348;9348;POINT (610593.39 7798442.91)
708;Av. Presidente Antônio Carlos, 521;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;Único;9348;9348;POINT (610594.91 7798435.31)
709;Av. Presidente Antônio Carlos, oposto ao 521;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;9347;9347;POINT (610607.08 7798420.86)
710;Av. Presidente Antônio Carlos, oposto ao 521;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;9347;9347;POINT (610606.01 7798428.46)
711;R. Desembargador Barcelos esquina com Av. Silva Lobo;Detector de Avanço de Semáforo;40;Gamleira-Prado;Único;1565;1565;POINT (607544.25 7796356.07)
712;R. Desembargador Barcelos esquina com Av. Silva Lobo;Detector de Parada sobre Faixa de Pedestres;40;Gamleira-Prado;Único;1565;1565;POINT (607546.53 7796360.18)
713;R. Desembargador Barcelos esquina com Av. Silva Lobo;Detector de Conversão-Retorno em local Proibido;40;Gamleira-Prado;Único;1565;1565;POINT (607545.31 7796364.89)
714;R. Platina esquina com Av. Silva Lobo;Detector de Avanço de Semáforo;40;Prado-Gameleira;Único;1574;1574;POINT (607560.42 7796400.25)
715;R. Platina esquina com Av. Silva Lobo;Detector de Parada sobre Faixa de Pedestres;40;Prado-Gameleira;Único;1574;1574;POINT (607556.01 7796399.34)
716;R. Platina esquina com Av. Silva Lobo;Detector de Conversão-Retorno em local Proibido;40;Prado-Gameleira;Único;1574;1574;POINT (607556.62 7796394.32)
717;R. Dom Leme esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;40;Silveira-Cidade Nova;Único;1585;1585;POINT (612060.64 7800770.31)
718;R. Dom Leme esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;40;Silveira-Cidade Nova;Único;1585;1585;POINT (612063.46 7800770.62)
719;R. Dom Leme esquina com Av. Cristiano Machado;Detector de Conversão-Retorno em local Proibido;40;Silveira-Cidade Nova;Único;1585;1585;POINT (612066.18 7800770.52)
721;R. Professor Pimenta da Veiga esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;40;Cidade Nova-Silveira;Único;1582;1582;POINT (612113.51 7800754.85)
722;R. Professor Pimenta da Veiga esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;40;Cidade Nova-Silveira;Único;1582;1582;POINT (612108.91 7800760.21)
723;R. Professor Pimenta da Veiga esquina com Av. Cristiano Machado;Detector de Conversão-Retorno em local Proibido;40;Cidade Nova-Silveira;Único;1582;1582;POINT (612106.23 7800755.04)
724;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Avanço de Semáforo;40;Nova Cintra-Cinquentenário;Único;2200006;GCT006;POINT (606106.75 7793283.33)
725;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Parada sobre Faixa de Pedestres;40;Nova Cintra-Cinquentenário;Único;2200006;GCT006;POINT (606109.26 7793283.01)
726;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Conversão-Retorno em local Proibido;40;Nova Cintra-Cinquentenário;Único;2200006;GCT006;POINT (606112.09 7793281.97)
727;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Avanço de Semáforo;40;Cinquentenário-Nova Cintra;Único;2200007;GCT007;POINT (606166.43 7793276.86)
728;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Parada sobre Faixa de Pedestres;40;Cinquentenário-Nova Cintra;Único;2200007;GCT007;POINT (606162.24 7793277.59)
729;R. Benjamin Flores esquina com Av. Teresa Cristina;Detector de Conversão-Retorno em local Proibido;40;Cinquentenário-Nova Cintra;Único;2200007;GCT007;POINT (606158.05 7793279.05)
730;Av. Teresa Cristina esquina com R. Benjamin Flores;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;2200020;GCT020;POINT (606127.62 7793300.91)
731;Av. Teresa Cristina esquina com R. Benjamin Flores;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;2200020;GCT020;POINT (606127.26 7793292.53)
732;Av. Teresa Cristina esquina com R. Benjamin Flores;Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;Único;2200020;GCT020;POINT (606119.97 7793294.53)
733;Av. dos Andradas esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;2200018;GCT018;POINT (612578.45 7796858.42)
734;Av. dos Andradas esquina com Av. do Contorno;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;Único;2200018;GCT018;POINT (612589.96 7796861.30)
735;Av. dos Andradas esquina com Av. do Contorno;Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;Único;2200018;GCT018;POINT (612585.55 7796866.47)
736;R. Jacuí esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;60;Ipiranga-União;Único;9941;9941;POINT (612086.24 7801673.89)
737;R. Jacuí esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;60;Ipiranga-União;Único;9941;9941;POINT (612090.84 7801678.49)
738;R. Jacuí esquina com Av. Cristiano Machado;Detector de Conversão-Retorno em local Proibido;60;Ipiranga-União;Único;9941;9941;POINT (612091.80 7801673.32)
739;Av. Dom Pedro II esquina com Av. Itaú;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;2200014;GCT014;POINT (606002.11 7798770.58)
740;Av. Dom Pedro II esquina com Av. Itaú;Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;Único;2200014;GCT014;POINT (605992.07 7798766.71)
741;Av. Dom Pedro I, 2676;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;9696;9696;POINT (609297.16 7807448.73)
761;Av. Presidente Carlos Luz, 850;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Caiçaras-Campus UFMG;Ambos;1612;;POINT (608200.60 7799287.72)
762;Av. Presidente Carlos Luz, oposto ao 850;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Campus UFMG-Caiçaras;Ambos;1612;;POINT (608167.58 7799223.00)
766;Av. Risoleta Neves a 151 metros do Viaduto Um Mil Novecentos e Setenta e Nove;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1616;;POINT (612579.20 7803753.40)
767;Viaduto Nansen Araújo esquina com Av. Oiapoque;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1639;;POINT (610932.19 7797740.95)
768;Av. Amazonas esquina com R. Araguari;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3052;397905155;POINT (609873.36 7796410.37)
769;Av. Amazonas esquina com R. Araguari;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3053;397905151;POINT (609875.06 7796404.00)
770;Av. Amazonas esquina com R. Araguari;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3053;397905151;POINT (609869.90 7796401.17)
771;Av. Amazonas esquina com R. Araguari;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3052;397905155;POINT (609867.35 7796406.55)
772;Av. Amazonas, oposto ao 5953;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3058;122420166;POINT (605822.39 7795707.91)
773;Av. Amazonas, oposto ao 5953;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;3059;122420155;POINT (605822.79 7795713.51)
774;Av. Amazonas, 6227;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3060;393305013;POINT (605821.76 7795697.13)
775;Av. Deputado Cristovam Chiaradia, 971;Detector de Trânsito em Local Proibido;60;Olhos D'água-Buritis;Único;3050;122420139;POINT (607389.64 7789849.85)
783;Av. Nossa Senhora do Carmo esquina com R. Colômbia;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3055;397905153;POINT (611090.16 7793411.22)
784;Av. Nossa Senhora do Carmo esquina com R. Colômbia;Detector de Trânsito em Local Proibido;60;Bairro-Centro;Único;3055;397905153;POINT (611086.42 7793406.63)
785;Av. Otacílio Negrão de Lima entre Av. Presidente Antônio Carlos e Praça do Aleijadinho;Detector de Trânsito em Local Proibido;60;Aeroporto-São Luiz;Único;3049;122420130;POINT (608195.07 7804939.25)
786;Av. Otacílio Negrão de Lima esquina com Av. Coronel Oscar Paschoal;Detector de Trânsito em Local Proibido;60;Aeroporto-Bandeirantes;Único;3048;122420135;POINT (607344.13 7803375.28)
787;Av. Otacílio Negrão de Lima, 54m após a Rotatória da Av. Cremona;Detector de Trânsito em Local Proibido;60;São Luiz-Bandeirantes;Único;3046;122420143;POINT (606621.57 7803840.45)
821;Av. Presidente Carlos Luz, oposto ao 4269;Detector de Invasão de Faixa de Exclusiva - MOVE;0;Centro-Bairro;Único;2200010;GCT010;POINT (607128.15 7802243.94)
789;Av. Teresa Cristina esquina com Av. do Contorno;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;3042;122420144;POINT (609194.52 7797163.87)
863;Av. Cristiano Machado, esquina Av. Silviano Brandão - Alça Direita;Detector de Avanço de Semáforo;60;Centro-Floresta;Único;1667;BRI1667;POINT (611859.20 7798823.71)
864;Av. Cristiano Machado, esquina Av. Silviano Brandão - Alça Direita;Detector de Conversão-Retorno em local Proibido;60;Centro-Floresta;Único;1667;BRI1667;POINT (611860.10 7798826.01)
865;Av. Cristiano Machado, esquina Av. Silviano Brandão;Detector de Avanço de Semáforo;60;Centro-Bairro;Único;1712;BRI1712;POINT (611855.67 7798831.34)
866;"Av. Cristiano Machado, esquina Av. Silviano Brandão
";Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;Único;1712;BRI1712;POINT (611855.16 7798834.41)
794;R. Haiti, 256;Detector de Trânsito em Local Proibido;40;Sion-Belvedere;Único;3057;122420168;POINT (610926.49 7792770.58)
867;Av. Cristiano Machado, esquina Rua Augito;Detector de Avanço de Semáforo;60;Bairro-Centro;Único;1386;BRI1386;POINT (611890.68 7798886.48)
797;Av. Otacílio Negrão de Lima, 3573;Detector de Trânsito em Local Proibido;60;Bandeirantes-São Luiz;Único;3047;149240002;POINT (606593.19 7803744.42)
868;Av. Cristiano Machado, esquina Rua Augito - Alça esquerda;Detector de Avanço de Semáforo;60;Bairro da Graça-Floresta;Único;1386;BRI1386;POINT (611900.17 7798884.30)
1083;Av. Amazonas, nº 5.385;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;1101;KBH1101;POINT (606588.77 7795877.86)
1084;Av. Amazonas, nº 6.825;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;1103;KBH1103;POINT (605315.91 7795376.71)
1085;Av. Amazonas, nº 7.675;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;1105;KBH1105;POINT (604659.69 7795038.73)
1086;Av. Teresa Cristina, nº 888;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;6102;KBH6102;POINT (608280.92 7797349.26)
1087;Av. Teresa Cristina, a 100 metros da rua Costa Senna;Controlador Eletrônico de Velocidade;60;Centro-Bairro;Único;6104;KBH6104;POINT (606935.97 7796661.61)
842;Av. Vereador Cícero Ildefono, 403;Controlador Eletrônico de Velocidade;40;Bairro-Centro;Único;9086;R09086;POINT (604193.36 7796508.34)
813;Av. Rubens Caporali Ribeiro, 94;Detector de Trânsito em Local Proibido;40;Olhos D'água-Buritis;Único;3051;122420186;POINT (607107.18 7789879.54)
814;Av. Portugal, 3881;Detector de Avanço de Semáforo;60;Itapoã-Santa Branca;Único;3061;122420172;POINT (608274.30 7805676.34)
815;Av. Portugal oposto ao 3871;Detector de Avanço de Semáforo;60;Aeroporto-Santa Branca;Único;3062;122420142;POINT (608254.53 7805664.75)
816;Av. Portugal oposto ao 3871;Detector de Avanço de Semáforo;60;Viaduto Oscar Niemeyer-Santa Branca;Único;3063;122420133;POINT (608261.07 7805668.97)
841;Av. Vereador Cícero Ildefono, 953;Controlador Eletrônico de Velocidade;40;Bairro-Centro;Único;10374;R10374;POINT (604386.22 7796484.77)
1005;Av. Amazonas, n.º 3995;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;516302904;;POINT (607795.49 7795821.40)
843;Av. Teresa Cristina a 27 metros da R. Carmelita Prates da Silva;Controlador Eletrônico de Velocidade;60;Bairro-Centro;Único;516303156;G6102;POINT (606027.90 7793962.83)
923;"Av. Waldyr Soeiro Emrich, esquina Aladin Correa de Faria
";Detector de Avanço de Semáforo;60;Jatobá-Milionários;Único;1724;BRI1724;POINT (602771.65 7789108.53)
924;"Av. Waldyr Soeiro Emrich, esquina Rua José dos Santos Lage
";Detector de Avanço de Semáforo;60;"Milionários-Jatobá
";Único;1724;BRI1724;POINT (602800.31 7789124.21)
925;"Av. Waldyr Soeiro Emtich, n.º 1455 (Pista interna)
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;Único;1711;BRI1711;POINT (604098.53 7790691.43)
926;"Av. Waldyr Soeiro Emtich, n.º 1476 (Pista interna)
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;Único;1827;BRI1827;POINT (604150.86 7790772.48)
927;"Praça Maria Deusa Marra esquina com Av. Portugal
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;"Bairro-Centro
";Único;1272;BRI1272;POINT (607937.33 7805633.63)
928;"Rua Aladin Correa de Faria, esquina Av. Waldyr Soeiro Emrich
";Detector de Avanço de Semáforo;40;Miramar-Teixeira Dias;Único;1641;BRI1641;POINT (602792.39 7789101.95)
929;"Rua Aladin Correa de Faria, esquina Av. Waldyr Soeiro Emrich
";Detector de Conversão-Retorno em local Proibido;40;"Miramar-Teixeira Dias
";Único;1641;BRI1641;POINT (602794.70 7789102.33)
930;Rua José dos Santos Lage, esquina Av. Waldyr Soeiro Emrich;Detector de Avanço de Semáforo;40;Teixeira Dias-Miramar;Único;1035;BRI1035;POINT (602783.42 7789133.11)
931;"Rua José dos Santos Lage, esquina Av. Waldyr Soeiro Emrich
";Detector de Conversão-Retorno em local Proibido;40;"Teixeira Dias-Miramar
";Único;1035;BRI1035;POINT (602780.98 7789132.60)
932;Rua Severino Lara, esquina Av. Vilarinho;Detector de Avanço de Semáforo;40;"Minas Caixa-Venda Nova
";Único;1308;BRI1308;POINT (609390.01 7808745.65)
933;"Rua Espinosa, esquina Av. Dom Pedro II
";Detector de Avanço de Semáforo;40;Carlos Prates-Santo André;Único;1330;BRI1330;POINT (608978.86 7798296.49)
