ID_SINALIZACAO_SEMAFORICA;COD_SINALIZACAO_SEMAFORICA;NOME;TP_TRAVESSIA_PEDESTRE;BOTOEIRA;BOTOEIRA_SONORA;LACO_DETECTOR_VEICULAR;QTD_TR_C_FOCO;QTD_TR_S_FOCO;GEOMETRIA
105;S4001;ABRAAO CARAN (UFMG);Travessia Incompleta;Sim;Não;Sim;2;1;POINT (608082.10 7803451.46)
106;S4002;ABRAAO CARAN - C;Travessia Incompleta;Não;Não;Não;4;0;POINT (607798.11 7803353.78)
107;S4003;ABRAAO CARAN - CORONEL OSCAR PASCOAL (D);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (607444.06 7803230.71)
108;S4004;ANTONIO CARLOS (3o.G.I.);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (609525.53 7802107.91)
109;S4005;ANTONIO CARLOS - ABRAAO CARAN;Travessia Incompleta;Não;Não;Não;2;0;POINT (608948.00 7803749.74)
110;S4007;ANTONIO CARLOS - ALCOBA?A;Travessia Incompleta;Não;Não;Não;4;1;POINT (609383.79 7802505.61)
111;S4008;ANTONIO CARLOS - ANEL RODOVIARIO (PEDESTRE);Somente Pedestre;Não;Não;Não;4;0;POINT (609688.61 7801630.67)
112;S4009;ANTONIO CARLOS - CEZAR GEORGE;Somente Pedestre;Não;Não;Não;4;4;POINT (609979.71 7799786.92)
113;S4010;ANTONIO CARLOS - CORONEL JOSE DIAS BICALHO;Somente Pedestre;Não;Não;Não;4;0;POINT (608871.42 7803980.98)
114;S4011;ANTONIO CARLOS - DOS OPERARIOS (PEDESTRE);Somente Pedestre;Não;Não;Não;4;0;POINT (609912.68 7800070.88)
115;S4012;ANTONIO CARLOS - DR. ANTONIO MOURAO GUIMARAES;Somente Pedestre;Não;Não;Não;4;0;POINT (609924.79 7799956.81)
116;S4013;ANTONIO CARLOS - ESPERIDIAO ROSAS;Travessia Incompleta;Não;Não;Não;4;2;POINT (609425.98 7802385.03)
117;S4014;ANTONIO CARLOS - ESTORIL;Somente Pedestre;Não;Não;Não;4;1;POINT (609466.44 7802270.99)
118;S4015;ANTONIO CARLOS - FLOR DE JUPITER;Somente Pedestre;Não;Não;Não;4;0;POINT (609292.32 7802767.18)
119;S4016;ANTONIO CARLOS - FLOR DO INDIO (PEDESTRE);Somente Pedestre;Não;Não;Não;4;0;POINT (609215.19 7802988.47)
120;S4017;ANTONIO CARLOS - HOSPITAL BELO HORIZONTE (PEDESTRE);Somente Pedestre;Não;Não;Não;5;0;POINT (610081.11 7799560.34)
121;S4018;ANTONIO CARLOS - MAJOR DELFINO DE PAULA;Travessia Incompleta;Não;Não;Não;8;1;POINT (609551.80 7802028.71)
122;S4019;ANTONIO CARLOS - PAMPULHA MALL;Somente Pedestre;Sim;Não;Não;4;0;POINT (608376.35 7804792.86)
123;S4021;ANTONIO CARLOS - REGIONAL PAMPULHA (PEDESTRE);Travessia Total;Não;Não;Não;4;0;POINT (608810.31 7804154.42)
124;S4022;ANTONIO CARLOS - REITOR MENDES PIMENTEL (UFMG);Travessia Incompleta;Não;Não;Não;6;0;POINT (609091.78 7803347.62)
125;S4023;ANTONIO CARLOS - SANTA ROSA;Travessia Total;Não;Não;Não;8;0;POINT (608667.03 7804511.91)
126;S4024;BRASILEIA - MONTEIRO LOBATO;Travessia Incompleta;Não;Não;Não;2;0;POINT (606449.01 7802474.38)
128;S4026;CARLOS LUZ - CONCEI?AO DO MATO DENTRO;Travessia Parcial;Não;Não;Não;2;0;POINT (607108.64 7802138.71)
129;S4027;CARLOS LUZ - CONCEI?AO DO MATO DENTRO (TRAVESSIA PEDESTRE);Somente Pedestre;Sim;Não;Não;2;0;POINT (607110.13 7802170.19)
130;S4028;CARLOS LUZ - CORONEL OSCAR PASCHOAL ( D );Travessia Parcial;Não;Não;Não;4;0;POINT (607645.91 7802642.38)
131;S4029;CARLOS LUZ - P?. PEDRO MELLO (RETORNO);Travessia sem Foco de Pedestre;Não;Não;Sim;0;0;POINT (607142.38 7801663.71)
132;S4030;CARLOS LUZ - P?. PEDRO MELLO (UFMG);Travessia Incompleta;Sim;Não;Sim;2;0;POINT (607135.32 7801795.37)
133;S4031;CARLOS LUZ - P?. PEDRO MELLO (USIMINAS);Travessia Incompleta;Não;Não;Sim;3;2;POINT (607086.92 7801773.21)
134;S4032;CARLOS LUZ - REGIMENTO CAVALARIA ALFERES TIRADENTES;Travessia sem Foco de Pedestre;Sim;Não;Não;0;0;POINT (607534.72 7800961.55)
135;S4033;CONCEI?AO DO MATO DENTRO - DESEMBARGADOR PAULA MOTTA;Travessia Incompleta;Não;Não;Não;1;0;POINT (606787.84 7802421.20)
136;S4034;CONCEI?AO DO MATO DENTRO - FREI LEOPOLDO;Travessia Incompleta;Não;Não;Não;2;1;POINT (606851.27 7802402.67)
137;S4035;CONCEI?AO DO MATO DENTRO - GUARDA CUSTODIO;Travessia Incompleta;Não;Não;Não;1;1;POINT (606697.75 7802442.01)
138;S4036;CONCEI?AO DO MATO DENTRO - JOUBERT GUERRA;Travessia Parcial;Sim;Não;Não;2;0;POINT (606937.03 7802312.04)
139;S4037;FLEMING - BRASILEIA;Travessia Parcial;Não;Não;Não;3;0;POINT (606135.71 7802585.08)
140;S4038;FLEMING - ESTANISLAU FERNANDES;Travessia Parcial;Não;Não;Não;4;0;POINT (606229.34 7802837.75)
141;S4069;TANCREDO NEVES - MIGUEL PERRELA;Travessia Incompleta;Não;Não;Não;6;3;POINT (605460.52 7802042.93)
142;S3043;ITAPECERICA - RIO NOVO;Travessia Incompleta;Não;Não;Não;2;0;POINT (610467.25 7798332.42)
143;S4041;IRLANDA - SAO MIGUEL;Somente Pedestre;Não;Não;Não;2;0;POINT (608268.91 7805799.65)
144;S4042;ISABEL BUENO - CONSELHEIRO GALVAO - INTENDENTE CAMARA;Travessia Total;Não;Não;Não;6;0;POINT (609903.80 7803561.96)
145;S5003;BERNARDO VASCONCELOS - CONEGO SANTANA;Travessia Incompleta;Não;Não;Não;4;3;POINT (610491.64 7800697.01)
147;S4045;MONTEIRO LOBATO - CHEHADE NASSER;Travessia Total;Não;Não;Não;2;0;POINT (606332.21 7802354.87)
148;S4046;OTACILIO NEGRAO DE LIMA - ALFREDO CAMARATE (B-C);Travessia Incompleta;Não;Não;Sim;1;0;POINT (607212.57 7803369.99)
149;S4047;OTACILIO NEGRAO DE LIMA - ALFREDO CAMARATE (PEDESTRE - C-B);Somente Pedestre;Não;Não;Não;1;0;POINT (607199.35 7803345.67)
150;S4048;OTACILIO NEGRAO DE LIMA - MINISTRO GUILHERMINO DE OLIVEIRA;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (607823.64 7805417.69)
151;S4049;OTACILIO NEGRAO DE LIMA - PARQUE ECOLOGICO DA PAMPULHA (PEDESTRE);Somente Pedestre;Sim;Não;Não;1;0;POINT (606041.73 7805188.39)
152;S4050;PORTUGAL - ESTACAO PAMPULHA (SAIDA);Travessia Parcial;Não;Não;Não;2;0;POINT (607953.24 7805649.51)
153;S4051;PORTUGAL - IRLANDA;Travessia Incompleta;Não;Não;Não;1;1;POINT (608217.13 7805686.75)
154;S4052;PORTUGAL - MARIA MOREIRA REIS;Travessia Incompleta;Não;Não;Não;2;1;POINT (608400.82 7805636.54)
155;S4053;PORTUGAL - MINISTRO GUILHERMINO DE OLIVEIRA;Travessia Total;Não;Não;Não;4;0;POINT (607712.66 7805454.83)
156;S4054;PORTUGAL - PAULO RIBEIRO BASTOS;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (608648.87 7805569.37)
157;S4055;PROF. JOSE VIEIRA DE MENDON?A - VARZEA DA PALMA;Travessia sem Foco de Pedestre;Sim;Não;Não;0;0;POINT (607013.75 7800173.06)
158;S2001;BENEDITO XAVIER - DA PEDREIRA;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (612804.80 7804445.30)
159;S4057;SAO MIGUEL - INSTITUTO ITAPOA;Somente Pedestre;Sim;Não;Não;1;0;POINT (609596.71 7805697.88)
160;S4058;SENA MADUREIRA - APUCARANA;Travessia Parcial;Não;Não;Não;4;0;POINT (606134.90 7802138.48)
161;S2024;VIA 240 - DA PEDREIRA;Travessia Incompleta;Não;Não;Não;2;0;POINT (612868.91 7804424.12)
162;S8130;URSULA PAULINO - MARIA BEATRIZ;Travessia Incompleta;Não;Não;Não;1;0;POINT (606586.29 7793633.16)
163;S8112;TEREZA CRISTINA - AMANDA;Travessia Incompleta;Não;Não;Não;2;4;POINT (605515.57 7792981.75)
164;S8057;DOM JOAO VI - RAUL MOURAO GUIMARAES;Travessia Total;Não;Não;Não;4;0;POINT (606605.18 7791701.96)
180;S5001;ANGOLA - MARIA PIETRA MACHADO - JOAQUIM GOUVEIA;Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (612503.42 7802848.60)
181;S4040;HERACLITO MOURAO DE MIRANDA - SANTA TEREZINHA;Travessia Incompleta;Não;Não;Não;4;3;POINT (604779.45 7802665.35)
182;S5006;BERNARDO VASCONCELOS - MAURA;Travessia Total;Não;Não;Não;7;0;POINT (611564.83 7801684.00)
183;S5007;BERNARDO VASCONCELOS - PIO XI;Travessia Total;Não;Não;Não;7;0;POINT (611408.35 7801372.30)
184;S5005;BERNARDO VASCONCELOS - JOSE CLETO;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (611860.75 7801825.91)
185;S8049;CAMPO FORMOSO - FREI ANDREONI;Travessia Total;Não;Não;Não;4;0;POINT (606525.22 7793812.26)
186;S4043;ISABEL BUENO - SILVERIO RIBEIRO - PEDRO DUTRA;Travessia Total;Não;Não;Não;4;0;POINT (609945.91 7803930.08)
187;S5031;ITAPETINGA - PRA?A DO MEDICO (HOSPITAL BELO HORIZONTE);Somente Pedestre;Sim;Não;Não;1;0;POINT (610261.33 7799678.28)
188;S5009;CRISTIANO MACHADO - 18 DE JULHO;Somente Pedestre;Não;Não;Não;3;0;POINT (612075.32 7800920.81)
191;S5012;CRISTIANO MACHADO - ANGOLA;Somente Pedestre;Não;Não;Não;1;0;POINT (612212.10 7802775.95)
192;S5013;CRISTIANO MACHADO - BERNARDO VASCONCELOS (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;5;0;POINT (612169.51 7801869.57)
193;S5015;CRISTIANO MACHADO - CORONEL JAIRO PEREIRA;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (612216.52 7802560.07)
194;S5016;CRISTIANO MACHADO - DOM LEME - PROF. PIMENTA DA VEIGA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (612089.42 7800826.11)
195;S5017;CRISTIANO MACHADO - DOUTOR BENEDITO XAVIER - VOLTS;Travessia Parcial;Não;Não;Não;2;0;POINT (612258.02 7803283.68)
196;S5018;CRISTIANO MACHADO - EVERALDO VIEIRA (EPA II);Somente Pedestre;Não;Não;Não;3;0;POINT (612089.96 7800442.68)
197;S5019;CRISTIANO MACHADO - GILSON BRETAS;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (611670.52 7803614.88)
198;S5020;CRISTIANO MACHADO - GUANABARA;Somente Pedestre;Não;Não;Não;3;0;POINT (611487.95 7798724.09)
199;S5021;CRISTIANO MACHADO - JACUI;Travessia Incompleta;Não;Não;Não;8;0;POINT (611734.24 7798809.80)
200;S5022;CRISTIANO MACHADO - JACUI (MINAS CASA);Travessia Incompleta;Não;Não;Não;6;0;POINT (612137.74 7801742.02)
201;S5023;CRISTIANO MACHADO - JARBAS VIDAL GOMES;Somente Pedestre;Não;Não;Não;3;0;POINT (612204.00 7800055.74)
202;S5024;CRISTIANO MACHADO - JOSE CANDIDO DA SILVEIRA (AGULHA SAIDA);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (612229.21 7799946.77)
203;S5025;CRISTIANO MACHADO - MONTE CRISTO;Somente Pedestre;Não;Não;Não;3;0;POINT (612041.51 7801431.67)
204;S5026;CRISTIANO MACHADO - SAIDA 1 ESTA?AO SAO GABRIEL;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (612286.22 7803138.27)
205;S5027;CRISTIANO MACHADO - SAIDA 2 ESTA?AO SAO GABRIEL;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (612312.42 7803148.77)
206;S5028;CRISTIANO MACHADO - SHOPPING MINAS CASA (PEDESTRE);Somente Pedestre;Não;Não;Não;3;0;POINT (612119.53 7801680.09)
207;S5029;CRISTIANO MACHADO - SILVIANO BRANDAO;Travessia Incompleta;Não;Não;Não;8;0;POINT (611917.38 7798874.71)
208;S5030;FORMIGA - PITANGUI (Tempor?rio);Travessia Incompleta;Não;Não;Não;3;1;POINT (610734.80 7798978.67)
209;S4039;HERACLITO MOURAO DE MIRANDA - PROFESSOR CLOVIS SALGADO;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (604903.00 7803488.14)
211;S5033;JACUI - ITAPAGIPE;Travessia Total;Não;Não;Não;4;0;POINT (611671.80 7799002.88)
212;S5034;JACUI - ITAPEVA;Somente Pedestre;Sim;Não;Não;1;0;POINT (611611.91 7799183.17)
213;S5035;JACUI - JATAI;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (611502.57 7799520.37)
214;S5036;JACUI - JOSE CLEMENTE PEREIRA;Somente Pedestre;Não;Não;Não;1;0;POINT (611566.74 7801130.26)
215;S5037;JACUI - SALGUEIRO (AMERICA);Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (611377.68 7800393.61)
216;S5038;JACUI - TEFE;Somente Pedestre;Não;Não;Não;1;0;POINT (611348.01 7800007.19)
217;S5039;JOSE CLETO - CORONEL JAIRO PEREIRA;Travessia Total;Não;Não;Não;4;0;POINT (611733.75 7801922.25)
218;S5040;JOSE CLETO - FRANCISCO NUNES;Somente Pedestre;Sim;Não;Não;2;0;POINT (611105.06 7802135.31)
219;S3001;31 DE MAR?O - ACESSO CATOLICA;Travessia sem Foco de Pedestre;Não;Não;Sim;0;0;POINT (605143.09 7796545.94)
220;S3002;31 DE MAR?O - SAIDA CATOLICA;Travessia Incompleta;Não;Não;Sim;2;1;POINT (605179.26 7796515.02)
221;S3003;ABILIO MACHADO - JUSTINO CARNEIRO;Travessia sem Foco de Pedestre;Não;Não;Não;0;5;POINT (604835.26 7798155.57)
222;S3004;ABILIO MACHADO - MIGUEL ANGELO (E.MUN. MARIA RESENDE COSTA);Somente Pedestre;Sim;Não;Não;1;0;POINT (604676.22 7798634.50)
223;S3005;ABILIO MACHADO - PRA?A PAULO VI;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (604052.78 7799474.84)
224;S3006;AMERICO VESPUCIO - AMADUREIRA;Travessia Incompleta;Não;Não;Não;3;0;POINT (609458.97 7800595.45)
225;S3007;AMERICO VESPUCIO - JOSE BENEDITO ANTAO;Travessia Parcial;Não;Não;Não;3;0;POINT (608817.32 7799773.74)
227;S3009;AMERICO VESPUCIO - PROFESSOR MILTON LAGE;Travessia Incompleta;Não;Não;Não;3;0;POINT (608882.14 7799901.30)
228;S3010;ANTONIO CARLOS - APORE;Travessia Incompleta;Não;Não;Não;4;4;POINT (609832.23 7800608.01)
229;S3011;ANTONIO CARLOS - COM. NOHME SALOMAO;Somente Pedestre;Não;Não;Não;4;0;POINT (610522.65 7798621.90)
231;S3013;ANTONIO CARLOS - FORMIGA;Travessia Incompleta;Não;Não;Não;4;0;POINT (610398.94 7798766.28)
232;S3014;ANTONIO CARLOS - JOAO DE DEUS MATOS;Somente Pedestre;Não;Não;Não;4;0;POINT (609814.53 7801269.74)
233;S3015;ANTONIO CARLOS - JUAZEIRO;Somente Pedestre;Não;Não;Não;4;0;POINT (610373.78 7799068.35)
234;S3016;ANTONIO CARLOS - RIO NOVO;Travessia Incompleta;Não;Não;Não;4;0;POINT (610554.61 7798394.79)
235;S3017;ANTONIO CARLOS - TECELOES;Somente Pedestre;Não;Não;Não;4;0;POINT (609906.88 7800490.04)
236;S3018;ANTONIO CARLOS - VIANA DO CASTELO;Somente Pedestre;Não;Não;Não;9;0;POINT (609602.72 7801880.56)
237;S3019;BUSWAY CRISTIANO MACHADO - ACESSO ANTONIO CARLOS (COMPLEXO DA LAGOINHA);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (611168.11 7798220.17)
238;S3020;CARLOS LUZ  - DEL REY (SHOPPING DEL REY);Somente Pedestre;Sim;Não;Não;5;0;POINT (608199.44 7800259.65)
239;S3021;CARLOS LUZ - BELMIRO BRAGA;Travessia Parcial;Não;Não;Não;3;0;POINT (608454.94 7798557.83)
240;S3022;CARLOS LUZ - MAGNOLIA;Travessia Incompleta;Não;Não;Não;2;0;POINT (608504.09 7798474.04)
241;S3023;CARLOS LUZ - ROSINHA SIGAUD;Travessia Incompleta;Não;Não;Não;2;0;POINT (608373.64 7798696.64)
242;S3024;CARLOS LUZ - SERRA NEGRA (INSTITUTO NEWTON PAIVA);Somente Pedestre;Sim;Não;Não;2;0;POINT (608230.09 7798938.83)
243;S3025;CARLOS LUZ - SIGMA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (608245.76 7799538.61)
301;S3083;PEDRO II - FLOR DAS PEDRAS - ANEL RODOVIARIO;Travessia Incompleta;Sim;Não;Não;2;2;POINT (605981.86 7798773.51)
302;S3084;PEDRO II - ITAMARANDIBA;Travessia Incompleta;Não;Não;Não;2;1;POINT (608803.74 7798367.09)
303;S3085;PEDRO II - JAGUARAO - ACARAPE;Travessia Incompleta;Não;Não;Não;2;1;POINT (610113.59 7797824.11)
304;S3086;PEDRO II - JAGUARI;Travessia Total;Não;Não;Não;4;0;POINT (609665.72 7797680.08)
305;S3087;PEDRO II - LUNARDI;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (608359.60 7798217.77)
306;S3088;PEDRO II - MARIANA;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (609971.84 7797773.55)
307;S3089;PEDRO II - MESQUITA;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (608014.61 7798023.77)
308;S3090;PEDRO II - PE?ANHA;Travessia Parcial;Não;Não;Não;2;0;POINT (610394.76 7797809.79)
309;S3091;PEDRO II - PROGRESSO;Travessia Incompleta;Não;Não;Não;3;1;POINT (607130.48 7797868.21)
310;S3092;PEDRO II - TRES PONTAS;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (609403.17 7797856.83)
311;S3093;PEDRO II - VILA RICA;Travessia Incompleta;Não;Não;Não;3;1;POINT (606686.51 7797896.31)
312;S3094;RIO POMBA - CEZARIO ALVIM;Travessia Incompleta;Não;Não;Não;2;1;POINT (607347.11 7797734.68)
313;S3095;RIO POMBA - JACARINA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (607611.60 7797714.95)
314;S3096;RIO POMBA - MESQUITA;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (608063.83 7797839.23)
315;S3097;TRES PONTAS - SABINOPOLIS;Travessia Incompleta;Não;Não;Não;1;3;POINT (608804.87 7798035.08)
316;S3098;VIA LESTE-OESTE - CONDE PEREIRA CARNEIRO - CORACAO EUCARISTICO;Travessia Incompleta;Não;Não;Não;2;0;POINT (605963.76 7796353.19)
317;S3099;VIA LESTE-OESTE - CORAÇAO EUCARISTICO DE JESUS;Travessia Incompleta;Não;Não;Não;2;0;POINT (605890.06 7796279.39)
318;S3100;VIA LESTE-OESTE - JOAO ANTONIO DOS SANTOS (CENTRO - BAIRRO);Travessia Total;Não;Não;Não;3;0;POINT (606213.30 7796727.65)
319;S3101;VIA LESTE-OESTE - TEREZA CRISTINA (BAIRRO - CENTRO - CATOLICA);Travessia Parcial;Não;Não;Não;1;0;POINT (606380.62 7796800.00)
320;S3102;VIA LESTE-OESTE - TEREZA CRISTINA (BAIRRO - CENTRO - ARRUDAS);Travessia Parcial;Não;Não;Não;1;0;POINT (606165.67 7796538.12)
321;S3103;VIA LESTE-OESTE - TEREZA CRISTINA (CENTRO - BAIRRO);Travessia Parcial;Não;Não;Não;1;0;POINT (606259.38 7796547.66)
322;S3104;VILA RICA - OLINTO MAGALHAES;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (606679.24 7797687.18)
323;S3105;RIO POMPA - PROGRESSO;Travessia Parcial;Não;Não;Não;2;0;POINT (607126.67 7797741.29)
324;S3106;DEL REY - DIMAS G. DE MEDEIROS;Travessia Parcial;Não;Não;Não;6;0;POINT (608028.90 7800108.59)
325;S3107;PADRE EUSTAQUIO - RIO CASCA;Travessia Incompleta;Não;Não;Não;2;0;POINT (609281.47 7797626.98)
326;S3108;JOAO XXIII - ANTONIETA MARIA DE JESUS - PASSAGEM DE PEDESTRES;Somente Pedestre;Sim;Não;Não;2;0;POINT (605243.90 7799203.27)
327;S3109;JOAO XXIII - FLOR AMEROCOLIS;Somente Pedestre;Sim;Não;Não;2;2;POINT (604876.39 7799253.03)
328;S3110;VILA RICA - ANCHIETA - JACUTINGA;Travessia Total;Não;Não;Não;4;0;POINT (606673.44 7797474.44)
329;S3111;INGAI - EULER - CAMARUGI;Travessia Incompleta;Não;Não;Não;3;1;POINT (607711.41 7797517.47)
330;S3112;CARLOS LUZ  - PASSAGEM DE PEDESTRES (SHOPPING DEL REY);Somente Pedestre;Não;Não;Não;4;0;POINT (608045.89 7800533.51)
331;S3113;PADRE EUST?QUIO - PERDIZES;Travessia Incompleta;Não;Não;Não;2;2;POINT (607466.68 7797583.42)
332;S3114;PERDIZES - RIO POMBA;Travessia Incompleta;Não;Não;Não;2;2;POINT (607477.84 7797723.94)
333;S3115;RIO POMBA - HENRIQUE GORCEIX;Travessia Incompleta;Não;Não;Não;2;0;POINT (606794.89 7797753.28)
334;S3116;MONTE LIBANO - JACUTINGA;Travessia Incompleta;Não;Não;Não;2;0;POINT (605903.26 7797603.55)
335;S6067;SILVIANO BRANDAO - PITANGUI;Travessia sem Foco de Pedestre;Não;Não;Não;0;5;POINT (611967.53 7798569.71)
336;S6032;JACUI - PITANGUI;Travessia sem Foco de Pedestre;Não;Não;Não;0;2;POINT (611776.78 7798601.43)
337;S6003;ANDRADAS - ACESSO AO CAETANO FURQUIM (VIADUTO DA VALE);Travessia Parcial;Não;Não;Não;6;0;POINT (615090.39 7798852.60)
338;S6064;SILVIANO BRANDAO - ITAJUBA;Travessia Incompleta;Não;Não;Não;1;3;POINT (612132.08 7798332.32)
339;S6063;SILVIANO BRANDAO - FLAVIO DOS SANTOS;Travessia Incompleta;Não;Não;Não;4;0;POINT (612530.61 7797942.49)
341;S6027;FLAVIO DOS SANTOS - POUSO ALEGRE;Travessia Incompleta;Não;Não;Não;4;2;POINT (612512.69 7797859.01)
342;S6061;SILVIANO BRANDAO - CONSELHEIRO LAFAIETE;Travessia Incompleta;Não;Não;Não;4;0;POINT (612480.31 7797967.83)
343;S6033;JACUI - PONTE NOVA - SALINAS;Travessia Incompleta;Não;Não;Não;5;0;POINT (611753.77 7798186.33)
344;S6010;ANDRADAS - PACIFICO MASCARENHAS;Travessia Incompleta;Não;Não;Não;1;0;POINT (612882.80 7796994.11)
345;S6034;JACUI - POUSO ALEGRE;Travessia Incompleta;Não;Não;Não;2;1;POINT (611743.58 7797960.31)
346;S6012;ANDRADAS - PONTA PORA;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (613100.83 7797031.46)
347;S6013;ANDRADAS - SHOPPING BOULEVARD (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;2;0;POINT (613001.04 7797016.17)
348;S6066;SILVIANO BRANDAO - NANCY DE VASCONCELLOS;Travessia Incompleta;Não;Não;Não;5;0;POINT (613023.15 7797936.95)
349;S6015;CONCEI?AO DO PARA - MINDURI (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;1;0;POINT (613830.72 7800767.67)
350;S6016;CONSELHEIRO LAFAIETE - CELIA DE SOUZA;Travessia Parcial;Não;Não;Não;2;0;POINT (612596.34 7798609.67)
351;S6017;CONSELHEIRO LAFAIETE - GENOVEVA DE SOUZA;Travessia Parcial;Não;Não;Não;3;0;POINT (612582.38 7798520.09)
352;S6018;CONSELHEIRO LAFAIETE - PITANGUI;Travessia Parcial;Não;Não;Não;3;0;POINT (612572.81 7798470.05)
353;S6065;SILVIANO BRANDAO - MAIA LACERDA;Travessia Incompleta;Não;Não;Não;4;0;POINT (613508.38 7798181.24)
354;S6062;SILVIANO BRANDAO - CONSELHEIRO ROCHA;Travessia Parcial;Não;Não;Não;7;0;POINT (613698.95 7798275.63)
355;S6014;ANDRADAS - SILVIANO BRANDAO;Travessia Incompleta;Não;Não;Não;2;2;POINT (614035.60 7798399.15)
357;S6023;CONTAGEM - GUSTAVO DA SILVEIRA;Travessia Parcial;Não;Não;Não;2;0;POINT (613872.53 7799709.25)
358;S6024;CONTORNO - MANAUS;Travessia Parcial;Não;Não;Não;3;0;POINT (613014.90 7796750.65)
359;S6025;CONTORNO - PONTA PORA;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (613084.21 7796732.09)
360;S6026;CURVELO - ITAJUBA - POUSO ALEGRE;Travessia Total;Não;Não;Não;5;0;POINT (612014.86 7797886.01)
361;S6011;ANDRADAS - PIRITE;Travessia Parcial;Não;Não;Não;4;0;POINT (614193.64 7798011.69)
362;S6028;GUSTAVO DA SILVEIRA - CLAUDIO DA SILVA (PASSAGEM DE PEDESTRES);Somente Pedestre;Sim;Não;Não;1;0;POINT (613916.03 7799413.04)
363;S6029;GUSTAVO DA SILVEIRA - SAO LUIZ (PASSAGEM DE PEDESTRES);Somente Pedestre;Sim;Não;Não;1;0;POINT (613783.24 7798987.60)
364;S6030;GUSTAVO DA SILVEIRA - VIA 710 (ESTA?AO JOSE CANDIDO);Somente Pedestre;Não;Não;Não;2;0;POINT (613704.59 7801147.18)
365;S6031;ITAITUBA - ITAITE;Travessia Total;Não;Não;Não;3;0;POINT (614731.44 7799359.94)
366;S6004;ANDRADAS - ALPHONSUS GUIMARAES;Travessia Incompleta;Não;Não;Não;4;2;POINT (614159.39 7797438.08)
367;S6008;ANDRADAS - MEM DE SA;Travessia Incompleta;Não;Não;Não;5;0;POINT (613989.93 7797251.07)
368;S6050;MEM DE SA - NIQUELINA;Travessia Total;Não;Não;Não;4;0;POINT (614039.85 7797192.91)
370;S6036;JOSE CANDIDO DA SILVEIRA (SERPRO);Somente Pedestre;Sim;Não;Não;2;0;POINT (613175.32 7800497.98)
371;S6037;JOSE CANDIDO DA SILVEIRA - CEL. ALBERTO GOMES;Travessia Parcial;Não;Não;Não;4;0;POINT (614054.06 7801740.62)
372;S6038;JOSE CANDIDO DA SILVEIRA - DR.JULIO OTAVIANO FERREIRA;Travessia Incompleta;Não;Não;Não;1;2;POINT (613037.53 7800231.16)
373;S6039;JOSE CANDIDO DA SILVEIRA - DR.JULIO OTAVIANO FERREIRA (TRAVESSIA PEDESTRE);Somente Pedestre;Sim;Não;Não;1;0;POINT (613021.90 7800198.12)
374;S6040;JOSE CANDIDO DA SILVEIRA - FRANCISCO RODRIGUES DE MIRANDA;Travessia Parcial;Não;Não;Não;4;0;POINT (613936.06 7801608.27)
375;S6041;JOSE CANDIDO DA SILVEIRA - JOAO GUALBERTO (LOGOSOFICO);Somente Pedestre;Não;Não;Não;2;0;POINT (612664.22 7799928.30)
1;S1001;ANTONIO JOSE DOS SANTOS - JOAO GUALBERTO SANTOS ;Travessia Total;Não;Não;Não;6;0;POINT (605107.28 7807552.07)
2;S1002;ANTONIO JOSE DOS SANTOS - JOAO MAGELA LUZ;Travessia Total;Não;Não;Não;4;0;POINT (605068.19 7807837.15)
