ID_SINALIZACAO_SEMAFORICA;COD_SINALIZACAO_SEMAFORICA;NOME;TP_TRAVESSIA_PEDESTRE;BOTOEIRA;BOTOEIRA_SONORA;LACO_DETECTOR_VEICULAR;QTD_TR_C_FOCO;QTD_TR_S_FOCO;GEOMETRIA
911;S8077;PLATINA - TURFA (CAVALARIA);Travessia Incompleta;Sim;Não;Não;1;1;POINT (608467.17 7796783.27)
912;S8078;PRESIDENTE JUSCELINO KUBITSCHEK - BIMBARRA (PROVIS?RIO - OBRAS);Somente Pedestre;Não;Não;Não;1;0;POINT (607273.88 7796465.74)
913;S8079;PROF. MARIO WERNECK - ALESSANDRA SALUM CADAR;Travessia Incompleta;Não;Não;Não;2;1;POINT (607730.81 7790836.17)
914;S8080;PROF. MARIO WERNECK - DOUTOR LUCIDIO AVELAR;Travessia Incompleta;Não;Não;Não;3;1;POINT (608189.79 7791346.14)
915;S8081;PROF. MARIO WERNECK - ENG. CARLOS GOULART;Travessia Parcial;Não;Não;Não;7;0;POINT (608472.46 7791741.64)
916;S8082;PROF. MARIO WERNECK - JOSE RODRIGUES PEREIRA;Somente Pedestre;Não;Não;Não;3;0;POINT (608326.57 7791560.01)
917;S8083;PROF. MARIO WERNECK - LIBERO LEONE;Travessia Incompleta;Não;Não;Não;2;1;POINT (608243.75 7791394.24)
918;S8084;PROF. MARIO WERNECK - MARIA HEILBUTH SURETTE;Travessia Total;Não;Não;Não;6;0;POINT (607608.48 7790817.84)
919;S8085;PROF. MARIO WERNECK - PROFESSORA BARTIRA MOURAO;Travessia sem Foco de Pedestre;Não;Não;Não;0;1;POINT (608106.17 7791262.79)
920;S8086;PROF. MARIO WERNECK - TRIGOPANE;Somente Pedestre;Não;Não;Não;1;0;POINT (608363.74 7791682.15)
921;S8087;RAJA GABAGLIA - BARAO HOMEM DE MELO;Travessia Incompleta;Não;Não;Não;2;1;POINT (609410.90 7791649.62)
996;S9012;ANTONIO EUSTAQUIO PIAZZA - NELIO CERQUEIRA;Travessia Incompleta;Não;Não;Não;2;0;POINT (600897.58 7789931.07)
997;S9013;ANTONIO EUSTAQUIO PIAZZA - SUPERNOSSO;Somente Pedestre;Não;Não;Não;2;2;POINT (601090.37 7789972.54)
998;S9014;ANTONIO EUSTAQUIO PIAZZA - TRINTA E QUATRO;Travessia Incompleta;Não;Não;Não;2;1;POINT (600608.67 7789843.39)
999;S9015;CORONEL DURVAL DE BARROS - DONA JUDITH DE MORAES E BARROS;Travessia Parcial;Não;Não;Não;3;0;POINT (598315.58 7790909.79)
1000;S9016;CORONEL DURVAL DE BARROS - HAMILTON DE MORAES E BARROS;Travessia Parcial;Não;Não;Não;3;0;POINT (598385.25 7790933.05)
1001;S9017;DAS PETUNIAS - DAS PERPETUAS;Travessia sem Foco de Pedestre;Não;Não;Não;0;4;POINT (599132.05 7790316.56)
1002;S9018;JULIO DE MESQUITA - PAULINEA (PASSAGEM DE PEDESTRES);Somente Pedestre;Sim;Não;Não;1;0;POINT (599446.45 7788720.12)
1003;S9020;OLINTO MEIRELES - ADELINA AMARAL PONGELUPE;Somente Pedestre;Sim;Não;Não;2;0;POINT (603879.02 7788989.36)
1004;S9021;OLINTO MEIRELES - BARAO DE COROMANDEL;Somente Pedestre;Não;Não;Não;2;0;POINT (603264.36 7791069.21)
1005;S9022;OLINTO MEIRELES - BENJAMIM DIAS;Travessia Incompleta;Não;Não;Não;1;2;POINT (603389.20 7790722.59)
1006;S9023;OLINTO MEIRELES - CAETANO DE AZEREDO;Travessia Parcial;Não;Não;Não;2;0;POINT (603414.52 7790653.78)
1007;S9024;OLINTO MEIRELES - CAETANO PIRRI;Travessia Incompleta;Não;Não;Não;5;1;POINT (603651.21 7789838.82)
1008;S9025;OLINTO MEIRELES - HOFFMANN;Travessia Parcial;Não;Não;Não;3;0;POINT (603764.30 7789415.56)
1009;S9026;SINFRONIO BROCHADO - AFONSO VAZ DE MELO;Travessia Total;Não;Não;Não;1;0;POINT (601836.83 7790615.49)
1011;S9028;SINFRONIO BROCHADO - BOAVENTURA COSTA;Travessia Incompleta;Não;Não;Não;2;1;POINT (602362.05 7790730.08)
1012;S9029;SINFRONIO BROCHADO - FLAVIO MARQUES DE LISBOA;Travessia Total;Não;Não;Não;4;0;POINT (603077.37 7790888.92)
1014;S9031;SINFRONIO BROCHADO - OLINTO MEIRELLES;Travessia Incompleta;Não;Não;Não;1;0;POINT (603311.99 7790944.59)
1017;S9034;TEREZA CRISTINA - JK - QUATRO (BARREIRO);Travessia sem Foco de Pedestre;Não;Não;Não;0;3;POINT (601783.57 7791007.44)
1018;S9035;TEREZA CRISTINA - JOAO MACHADO (BARREIRO);Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (601851.42 7791029.31)
1019;S9036;TEREZA CRISTINA - JOSE GON?ALVES;Travessia Parcial;Não;Não;Não;5;1;POINT (602160.83 7791305.19)
1020;S9037;TEREZA CRISTINA - PASTOR FRANCISCO PESSOA;Travessia Incompleta;Não;Não;Não;3;2;POINT (601648.19 7790874.36)
1021;S9038;TEREZA CRISTINA - SETE  (CANAL - CABO VALERIO SANTOS);Travessia Incompleta;Não;Não;Não;1;0;POINT (601467.55 7790582.20)
1022;S9039;TITO FULGENCIO - PADRE MACHADO;Travessia Parcial;Não;Não;Não;4;0;POINT (603024.82 7791521.63)
1023;S9040;WALDIR SOEIRO EMRICH (ESTACAO DIAMANTE);Travessia Incompleta;Não;Não;Sim;5;0;POINT (602136.15 7788971.11)
1025;S9042;WALDIR SOEIRO EMRICH - ALADIM CORREA DE FARIA - JOSE DOS SANTOS LAJE;Travessia Parcial;Não;Não;Não;4;1;POINT (602788.79 7789117.54)
1026;S9043;WALDIR SOEIRO EMRICH - ALFREDINA AMARAL (ESTA?AO PONTO);Travessia Incompleta;Não;Não;Não;5;0;POINT (604486.37 7791190.09)
1027;S9044;WALDIR SOEIRO EMRICH - ANTONIO TEIXEIRA DIAS;Travessia Total;Não;Não;Não;6;0;POINT (603184.21 7789264.92)
1028;S9045;WALDIR SOEIRO EMRICH - CAETANO PIRRI;Travessia Incompleta;Não;Não;Sim;3;0;POINT (603889.33 7789979.60)
1029;S9046;WALDIR SOEIRO EMRICH - CRUZEIRO DO SUL;Travessia Parcial;Não;Não;Não;3;0;POINT (603344.15 7789356.69)
1031;S9048;WALDIR SOEIRO EMRICH - DOS ATLETICANOS;Travessia sem Foco de Pedestre;Não;Não;Não;0;5;POINT (603933.52 7790089.69)
1032;S9049;WALDIR SOEIRO EMRICH - ESTA?AO PONTO;Travessia Incompleta;Não;Não;Não;5;0;POINT (604011.18 7790597.02)
1033;S9050;WALDIR SOEIRO EMRICH - ESTA?AO PONTO (SAIDA MANNESMANN);Travessia Incompleta;Não;Não;Não;2;0;POINT (604002.72 7790596.96)
1034;S9051;WALDIR SOEIRO EMRICH - JOAQUIM DE OLIVEIRA;Travessia Incompleta;Sim;Não;Sim;2;0;POINT (605008.36 7791511.78)
1035;S9052;WALDIR SOEIRO EMRICH - MONTE CARMELO;Travessia Parcial;Não;Não;Não;3;0;POINT (601687.00 7788889.86)
1036;S9053;WALDIR SOEIRO EMRICH - PERIMETRAL;Travessia Incompleta;Não;Não;Não;2;0;POINT (601266.24 7788895.85)
1037;S9054;WALDIR SOEIRO EMRICH - SENADOR LEVINDO COELHO (ANEL01);Somente Pedestre;Sim;Não;Não;1;1;POINT (601003.92 7788818.89)
1038;S9055;WALDIR SOEIRO EMRICH - SENADOR LEVINDO COELHO (ANEL02);Somente Pedestre;Sim;Não;Não;1;0;POINT (600967.59 7788773.08)
1039;S9056;WALDIR SOEIRO EMRICH - SENADOR LEVINDO COELHO (ANEL03);Somente Pedestre;Sim;Não;Não;2;1;POINT (601002.18 7788871.82)
1040;S9057;OLINTO MEIRELES - DOS AMERICANOS;Travessia Parcial;Não;Não;Não;5;1;POINT (603611.99 7789990.67)
1041;S9058;WALDIR SOEIRO EMRICH - OLINTO MEIRELES;Travessia Total;Não;Não;Não;8;0;POINT (603678.00 7789576.46)
1042;S9059;WALDIR SOEIRO EMRICH - DONA LUIZA;Travessia Incompleta;Não;Não;Não;1;4;POINT (603782.00 7789650.55)
1043;S9060;TEREZA CRISTINA - ARQUITETO MORANDI;Somente Pedestre;Não;Não;Não;2;0;POINT (602963.30 7791489.66)
1044;S9061;WALDIR SOEIRO EMRICH - MARIA MORAIS SILVA;Travessia Incompleta;Não;Não;Não;3;0;POINT (602422.97 7789035.61)
1045;S9062;SENADOR LEVINDO COELHO - FRANCISCO MATINS MARQUES;Travessia Total;Não;Não;Não;5;0;POINT (600939.92 7787670.99)
1046;S9063;SAO PEDRO DA ALDEIA - NILOPOLIS (PASSAGEM DE PEDESTRES);Somente Pedestre;Não;Não;Não;1;0;POINT (608078.19 7788253.59)
1047;S7426;GON?ALVES DIAS - RIO GRANDE DO SUL;Travessia Total;Não;Não;Não;4;0;POINT (610087.22 7796080.46)
1048;S9064;SINFRONIO BROCHADO - AMERICO MAGALHAES;Travessia Incompleta;Não;Não;Não;1;3;POINT (602146.95 7790680.66)
1061;S6071;"SILVIANO BRANDÃO - FORMOSA
";Travessia Incompleta;Não;Não;Não;3;0;POINT (613198.15 7797949.27)
1062;S3117;"CICERO IDELFONSO - BARAO DE GUAXUPE
";Somente Pedestre;Não;Não;Não;2;0;POINT (604964.19 7796355.98)
1063;S1078;"CONEGO TRINDADE - SÃO JOÃO BATISTA DO GLORIA
";Travessia Total;Não;Não;Não;4;0;POINT (605655.35 7808094.56)
1064;S1079;"MARIA DE LOUDES DA CRUZ - JOSE FELIX MARTINS
";Travessia Total;Não;Não;Não;6;0;POINT (606598.78 7811986.77)
1101;S1080;"JOAO SAMAHA - VIA DESAPROPRIADA
";Travessia Parcial;Não;Não;Não;4;0;POINT (608605.97 7807210.47)
1102;S3118;"PARA DE MINAS - CURUPAITI
";Travessia Incompleta;Não;Não;Não;1;2;POINT (606176.30 7797645.93)
1141;S7435;PASSA TEMPO - PIUM-I;Travessia Total;Não;Não;Não;4;0;POINT (611888.12 7794157.81)
1142;S4078;ESTORIL - BOAVENTURA;Travessia Incompleta;Sim;Não;Não;1;0;POINT (609810.00 7802663.90)
1161;S8152;ITAMAR TEIXEIRA - EFIGENIA MIRANDA SCHETINO - URSULA PAULINO;Travessia Incompleta;Não;Não;Não;1;2;POINT (605478.33 7791963.44)
1164;S6072;PASTOR ANSELMO SILVESTRES - VIA 710 - RUA NAIR;Travessia Incompleta;Não;Não;Não;2;0;POINT (613410.08 7801415.33)
1163;S6073;PASTOR ANSELMO SILVESTRES - VIA 710 - TRES BICAS;Travessia Incompleta;Não;Não;Não;2;1;POINT (613561.32 7801280.51)
1166;S6074;PASTOR ANSELMO SILVESTRES - VIA 710 - ENTRADA CENTERMINAS;Travessia Incompleta;Não;Não;Não;4;0;POINT (612718.65 7802072.62)
1165;S6075;PASTOR ANSELMO SILVESTRES - VIA 710 - SAIDA CENTERMINAS;Travessia Incompleta;Não;Não;Não;4;0;POINT (612831.30 7801979.48)
1181;S6080;TRES MIL CENTO E QUARENTA - CACHOEIRINHA;Travessia Parcial;Não;Não;Não;4;0;POINT (612394.85 7802415.35)
1182;S6079;TRES MIL CENTO E QUARENTA - CACHOEIRINHA - PASSAGEM DE PEDESTRES;Somente Pedestre;Não;Não;Não;1;0;POINT (612447.62 7802330.64)
1183;S6078;PASTOR ANSELMO SILVESTRE - VIA 710 - QUELUZITA;Somente Pedestre;Não;Não;Não;2;0;POINT (612484.88 7802253.47)
1184;S8154;BARAO HOMEM DE MELO - TEOFILO FILHO;Travessia Parcial;Não;Não;Não;4;0;POINT (608100.77 7793211.38)
1167;S8153;MAGI SOLOMON - MAQUINE - CONSELHEIRO CARNEIRO SANTOS;Travessia Total;Não;Não;Não;6;0;POINT (606826.60 7794320.48)
1222;S6082;GUSTAVO DA SILVEIRA - ACESSO CONCEICAO DO PARA  SENTIDO C-B;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (613884.18 7799829.15)
1223;S6083;GUSTAVO DA SILVEIRA - ACESSO CONCEICAO DO PARA  SENTIDO B-C;Travessia Incompleta;Não;Não;Não;2;0;POINT (613861.82 7799859.30)
1241;S1081;NULLVILARINHO - PASSAGEM DE PEDESRES BACIA DE CONTENCAO;Somente Pedestre;Não;Não;Não;3;0;POINT (609691.84 7808125.35)
1341;S6070;GUSTAVO DA SILVEIRA - SETE;Travessia Incompleta;Não;Não;Não;2;0;POINT (613764.35 7800294.17)
1325;S9065;DOUTOR CRISTIANO RESENDE - EDUARDO CARLOS;Travessia Parcial;Sim;Não;Não;2;0;POINT (604670.78 7789182.95)
1402;S6085;SILVIANO BRANDAO - ANDRADAS (VIA MARGINAL);Travessia Incompleta;Não;Não;Não;3;0;POINT (613978.28 7798395.71)
1401;S6084;SILVIANO BRANDAO - JOAO ALFREDO;Travessia Incompleta;Não;Não;Não;1;0;POINT (613882.03 7798363.31)
1461;S4079; PROFESSOR MAGALHÃES PENIDO-PROFESSOR ALMEIDA CUNHA;Travessia Parcial;Não;Não;Não;5;0;POINT (609069.03 7804215.98)
1462;S6088;GOMES PEREIRA (VIA 710)-ELISIO DE BRITO;Somente Pedestre;Sim;Não;Não;2;0;POINT (614288.90 7799586.85)
1201;S6048;JOSE CANDIDO DA SILVEIRA - CAMILO PRATES - PASSAGEM DE PEDESTRES;Somente Pedestre;Não;Não;Não;2;0;POINT (613557.69 7801098.34)
1203;S6081;"CRISTIANO MACHADO - VIA 710 - ACESSO VIADUTO
";Travessia Parcial;Não;Não;Não;2;0;POINT (612336.21 7802275.43)
1202;S7291;"CONTORNO - PADRE MARINHO
";Somente Pedestre;Não;Não;Não;2;0;POINT (613044.16 7796309.86)
1281;S1082;JOAO SAMAHA - ELCE RIBEIRO;Travessia Parcial;Sim;Não;Não;3;0;POINT (608278.90 7807936.32)
1301;S7437;CONTORNO - CAETES;Travessia Incompleta;Não;Não;Não;1;2;POINT (610511.33 7797561.95)
1321;S6077;JOSE CANDIDO DA SILVEIRA - APRIGIO DE RIBEIRO OLIVEIRA;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (613744.39 7801398.80)
1361;S1084;MINISTRO OLIVEIRA SALAZAR - MONTE ALVERNE;Travessia Total;Não;Não;Não;4;0;POINT (607593.75 7807911.36)
1363;S3119;OLINTO MAGALHÃES;Travessia Incompleta;Não;Não;Não;1;0;POINT (606189.29 7797727.62)
1441;S7441;ESTRADA DE NOVA LIMA MG030 - ALÇA BR356;Travessia Incompleta;Não;Não;Sim;1;0;POINT (610043.82 7790187.77)
1442;S7440;BIAS FORTES - RIO DE JANEIRO - BERNARDO GUIMARAES;Somente Pedestre;Não;Não;Não;2;0;POINT (610800.59 7796034.89)
1443;S6087;GOMES PEREIRA (VIA 710) - ITAITUBA - ERNESTO AUSTIN;Travessia Incompleta;Não;Não;Não;6;0;POINT (614643.77 7799277.72)
1482;S8156;TEREZA CRISTINA-JOSE FURLETTI (PASSAGEM DE PEDESTRE);Somente Pedestre;Sim;Não;Não;2;0;POINT (606284.90 7793839.79)
1221;S7436;MARANHA - AIMORES;Travessia Total;Não;Não;Não;4;0;POINT (612457.28 7795738.06)
1322;S2029;CRISTIANO MACHADO - JOAQUIM CLEMENTE;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (610332.23 7808153.28)
1323;S8151;FRANCISCO SA - LAGOA DOURADA;Travessia Total;Não;Não;Não;4;0;POINT (608902.05 7796369.23)
1326;S7438;OURO - MUZAMBINHO;Travessia Total;Sim;Não;Não;4;0;POINT (613036.01 7794268.57)
1327;S1083;ERICO VERISSIMO - VICENTE DE CARVALHO;Travessia Total;Sim;Não;Não;4;0;POINT (607138.63 7808399.18)
1342;S8155;URSULA PAULINO - CIPRIANO DE CARVALHO;Somente Pedestre;Não;Não;Não;0;0;POINT (606222.95 7793104.35)
1362;S9066;WALDIR SOEIRO EMRICH - OLARIA DO BARREIRO;Travessia Incompleta;Não;Não;Não;2;0;POINT (601580.88 7788898.27)
1381;S7439;RAJA GABAGLIA - ALÇA DE ACESSO - BR356;Travessia sem Foco de Pedestre;Não;Não;Não;0;0;POINT (610306.06 7791170.52)
1421;S6086;VARGINHA - CELIO DE CASTRO;Travessia Total;Não;Não;Não;4;0;POINT (611282.44 7797860.02)
1501;S8157;GAVEA - INDIANA;Travessia Total;Sim;Não;Não;4;0;POINT (607195.64 7794935.59)
356;S6022;CONTAGEM - CONCEIÇAO DO PARA;Travessia Total;Não;Não;Não;6;0;POINT (613935.83 7799781.84)
146;S4044;MAGALHAES PENIDO - NORALDINO DE LIMA;Travessia Total;Não;Não;Não;0;6;POINT (608994.56 7803857.55)
488;S7084;AUGUSTO DE LIMA - JOAO PINHEIRO - GOIAS (AFONSO ARINOS);Travessia Total;Não;Não;Não;8;0;POINT (611347.49 7796470.12)
470;S7066;ANDRADAS - SANTOS DUMONT;Travessia Total;Não;Não;Não;2;0;POINT (611523.96 7797384.54)
444;S7040;ALVARES CABRAL - OLEGARIO MACIEL;Travessia Total;Não;Não;Não;5;0;POINT (610150.55 7795773.79)
452;S7048;AMAZONAS - CURITIBA;Travessia Total;Não;Não;Não;8;0;POINT (610744.51 7796921.16)
